Unnamed: 0,data,fonte,id,descricao,tipo,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities,categoria,valor_total,valor_m2,valor_condo_m2,area_por_quarto,tem_vaga
2050,2023-12-05 00:45:59.979053,Vivareal,2668144537,"Apartamento com 3 Quartos para Aluguel, 91m²",Apartamento,"Rua Rui Barbosa, 650 - Agronômica, Florianópolis - SC",Rua Rui Barbosa,650.0, Agronômica,florianopolis,3800,Mês,950.0,91.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-91m2-aluguel-RS3800-id-2668144537/,Garagem,Residencial,4750.0,41.75824175824176,10.43956043956044,30.333333333333332,1
2400,2023-12-05 00:46:10.227522,Vivareal,2661614279,"Apartamento com  Quarto para Aluguel, 52m²",Apartamento,"Rua Acelon Pacheco da Costa, 295 - Itacorubi, Florianópolis - SC",Rua Acelon Pacheco da Costa,295.0, Itacorubi,florianopolis,3500,Mês,480.0,52.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-itacorubi-bairros-florianopolis-com-garagem-52m2-aluguel-RS3500-id-2661614279/,Elevador; Playground; Interfone; Área de serviço,Residencial,3980.0,67.3076923076923,9.23076923076923,52.0,1
2792,2023-12-05 00:46:21.666624,Vivareal,2666479098,"Apartamento com  Quarto para Aluguel, 35m²",Apartamento,"Rua Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC",Rua Afonso Cardoso da Veiga,228.0, Canasvieiras,florianopolis,2000,Mês,200.0,35.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-com-garagem-35m2-aluguel-RS2000-id-2666479098/,Garagem,Residencial,2200.0,57.142857142857146,5.714285714285714,35.0,1
2796,2023-12-05 00:46:21.672755,Vivareal,2660628895,"Apartamento com 3 Quartos para Aluguel, 128m²",Apartamento,"Rua Graciliano Ramos, 125 - Agronômica, Florianópolis - SC",Rua Graciliano Ramos,125.0, Agronômica,florianopolis,5900,Mês,1200.0,128.0,4.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-128m2-aluguel-RS5900-id-2660628895/,Piscina; Mobiliado; Churrasqueira; Elevador; Academia; ...,Residencial,7100.0,46.09375,9.375,42.666666666666664,1
2804,2023-12-05 00:46:21.684098,Vivareal,2490415791,Casa com 4 Quartos para Venda/Aluguel 1000m²,Casa,"Rua dos Fidalgos, 72 - Jurerê Internacional, Florianópolis - SC",Rua dos Fidalgos,72.0, Jurerê Internacional,florianopolis,80000,Mês,0.0,1000.0,5.0,4.0,5.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-1000m2-venda-RS33000000-id-2490415791/,Varanda gourmet; Piscina; Lareira; Mobiliado; Ar-condicionado,Residencial,80000.0,80.0,0.0,250.0,1
2820,2023-12-05 00:46:21.706701,Vivareal,2652916670,"Apartamento com 3 Quartos para Aluguel, 78m²",Apartamento,"Rua Araci Vaz Callado, 1240 - Estreito, Florianópolis - SC",Rua Araci Vaz Callado,1240.0, Estreito,florianopolis,2300,Mês,530.0,78.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-estreito-bairros-florianopolis-com-garagem-78m2-aluguel-RS2300-id-2652916670/,Interfone; Área de serviço,Residencial,2830.0,29.487179487179485,6.794871794871795,26.0,1
2827,2023-12-05 00:46:21.716636,Vivareal,2661117315,"Apartamento com 3 Quartos para Aluguel, 83m²",Apartamento,"Rua Tupinambá, 979 - Jardim Atlântico, Florianópolis - SC",Rua Tupinambá,979.0, Jardim Atlântico,florianopolis,2700,Mês,620.0,83.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-83m2-aluguel-RS2700-id-2661117315/,Playground; Interfone; Área de serviço,Residencial,3320.0,32.53012048192771,7.469879518072289,27.666666666666668,1
3597,2023-12-05 00:46:45.722340,Vivareal,2668834098,"Apartamento com 2 Quartos para Aluguel, 101m²",Apartamento,"Rua Frei Caneca, 564 - Agronômica, Florianópolis - SC",Rua Frei Caneca,564.0, Agronômica,florianopolis,3500,Mês,690.0,101.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-agronomica-bairros-florianopolis-com-garagem-101m2-aluguel-RS3500-id-2668834098/,Garagem,Residencial,4190.0,34.65346534653465,6.831683168316832,50.5,1
3602,2023-12-05 00:46:45.729566,Vivareal,2669079018,"Apartamento com 3 Quartos para Aluguel, 100m²",Apartamento,"Ingleses do Rio Vermelho, Florianópolis - SC",,,Ingleses do Rio Vermelho,florianopolis,3000,Mês,984.0,100.0,2.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-100m2-aluguel-RS3000-id-2669079018/,Churrasqueira; Elevador; Playground; Interfone; Área de serviço,Residencial,3984.0,30.0,9.84,33.333333333333336,1
3605,2023-12-05 00:46:45.733919,Vivareal,2659710870,"Apartamento com 3 Quartos para Aluguel, 130m²",Apartamento,"Rua Galvão, 47 - Carianos, Florianópolis - SC",Rua Galvão,47.0, Carianos,florianopolis,2700,Mês,90.0,130.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-carianos-bairros-florianopolis-com-garagem-130m2-aluguel-RS2700-id-2659710870/,Garagem,Residencial,2790.0,20.76923076923077,0.6923076923076923,43.333333333333336,1
3606,2023-12-05 00:46:45.735348,Vivareal,2670363909,"Casa com  Quarto para Aluguel, 100m²",Casa,"Rua Quilombo - Itacorubi, Florianópolis - SC",Rua Quilombo ,, Itacorubi,florianopolis,1700,Mês,750.0,100.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/casa-1-quartos-itacorubi-bairros-florianopolis-com-garagem-100m2-aluguel-RS1700-id-2670363909/,Garagem; Mobiliado,Residencial,2450.0,17.0,7.5,100.0,1
3612,2023-12-05 00:46:45.743999,Vivareal,2668347431,"Casa com 2 Quartos para Aluguel, 90m²",Casa,"Rua Isidoro Garcez, 77 - Rio Tavares, Florianópolis - SC",Rua Isidoro Garcez,77.0, Rio Tavares,florianopolis,3200,Mês,0.0,90.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/casa-2-quartos-rio-tavares-bairros-florianopolis-com-garagem-90m2-aluguel-RS3200-id-2668347431/,Mobiliado; Área de serviço; Quintal,Residencial,3200.0,35.55555555555556,0.0,45.0,1
3992,2023-12-05 00:46:57.008158,Vivareal,2668433095,"Apartamento com 2 Quartos para Aluguel, 62m²",Apartamento,"Rua Desembargador Pedro Silva, 2034 - Coqueiros, Florianópolis - SC",Rua Desembargador Pedro Silva,2034.0, Coqueiros,florianopolis,1800,Mês,533.0,62.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-coqueiros-bairros-florianopolis-62m2-aluguel-RS1800-id-2668433095/,Quadra poliesportiva; Interfone; Mobiliado; Área de serviço,Residencial,2333.0,29.032258064516128,8.596774193548388,31.0,1
3997,2023-12-05 00:46:57.016087,Vivareal,2668566774,"Apartamento com 3 Quartos para Aluguel, 98m²",Apartamento,"Rua General Bittencourt, 546 - Centro, Florianópolis - SC",Rua General Bittencourt,546.0, Centro,florianopolis,2400,Mês,868.0,98.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-98m2-aluguel-RS2400-id-2668566774/,,Residencial,3268.0,24.489795918367346,8.857142857142858,32.666666666666664,1
4004,2023-12-05 00:46:57.026695,Vivareal,2670413097,"Apartamento com 3 Quartos para Aluguel, 96m²",Apartamento,"Rua João Meirelles, 1435 - Abraão, Florianópolis - SC",Rua João Meirelles,1435.0, Abraão,florianopolis,4200,Mês,1012.0,96.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-abraao-bairros-florianopolis-com-garagem-96m2-aluguel-RS4200-id-2670413097/,Piscina; Churrasqueira; Elevador; Varanda; Playground; ...,Residencial,5212.0,43.75,10.541666666666666,32.0,1
4010,2023-12-05 00:46:57.035575,Vivareal,2670412714,"Apartamento com 3 Quartos para Aluguel, 97m²",Apartamento,"Rua Joaquim Fernandez de Oliveira, 1415 - Abraão, Florianópolis - SC",Rua Joaquim Fernandez de Oliveira,1415.0, Abraão,florianopolis,4100,Mês,827.0,97.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-abraao-bairros-florianopolis-com-garagem-97m2-aluguel-RS4100-id-2670412714/,Piscina; Churrasqueira; Elevador; Varanda; Academia; ...,Residencial,4927.0,42.2680412371134,8.525773195876289,32.333333333333336,1
4013,2023-12-05 00:46:57.040003,Vivareal,2670412717,"Apartamento com 3 Quartos para Aluguel, 96m²",Apartamento,"Rua João Meirelles, 1213 - Abraão, Florianópolis - SC",Rua João Meirelles,1213.0, Abraão,florianopolis,4500,Mês,891.0,96.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-abraao-bairros-florianopolis-com-garagem-96m2-aluguel-RS4500-id-2670412717/,Piscina; Churrasqueira; Elevador; Varanda; Playground; ...,Residencial,5391.0,46.875,9.28125,32.0,1
4352,2023-12-05 00:47:07.432886,Vivareal,2665880408,"Apartamento com 3 Quartos para Aluguel, 160m²",Apartamento,"Rua Laurindo Januário da Silveira, 3202 - Lagoa da Conceição, Florianópolis - SC",Rua Laurindo Januário da Silveira,3202.0, Lagoa da Conceição,florianopolis,6200,Mês,1400.0,160.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-lagoa-da-conceicao-bairros-florianopolis-com-garagem-160m2-aluguel-RS6200-id-2665880408/,Piscina; Varanda; Quintal; Espaço gourmet; Garagem; ...,Residencial,7600.0,38.75,8.75,53.333333333333336,1
4368,2023-12-05 00:47:07.457441,Vivareal,2651387566,"Casa de condomínio com 3 Quartos para Aluguel, 400m²",Casa,"Rua Manoel Pedro Vieira, 810 - Morro das Pedras, Florianópolis - SC",Rua Manoel Pedro Vieira,810.0, Morro das Pedras,florianopolis,11000,Mês,620.0,400.0,5.0,3.0,2.0,https://vivareal.com.br/imovel/casa-de-condominio-3-quartos-morro-das-pedras-bairros-florianopolis-com-garagem-400m2-aluguel-RS11000-id-2651387566/,Piscina; Churrasqueira; Condomínio fechado; Playground; Salão de festas; ...,Residencial,11620.0,27.5,1.55,133.33333333333334,1
4370,2023-12-05 00:47:07.460524,Vivareal,2668340100,"Apartamento com  Quarto para Aluguel, 39m²",Apartamento,"Rua São João Batista, 109 - Agronômica, Florianópolis - SC",Rua São João Batista,109.0, Agronômica,florianopolis,2750,Mês,478.0,39.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-agronomica-bairros-florianopolis-com-garagem-39m2-aluguel-RS2750-id-2668340100/,Mobiliado; Aceita animais; Garagem; Ar-condicionado; Perto de vias de acesso; ...,Residencial,3228.0,70.51282051282051,12.256410256410255,39.0,1
4390,2023-12-05 00:47:08.136216,Vivareal,2666512008,"Casa com 2 Quartos para Aluguel, 120m²",Casa,"Rua da Ilha - Tapera da Base, Florianópolis - SC",Rua da Ilha ,, Tapera da Base,florianopolis,2800,Mês,0.0,120.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/casa-2-quartos-tapera-da-base-bairros-florianopolis-120m2-aluguel-RS2800-id-2666512008/,Jardim,Residencial,2800.0,23.33333333333333,0.0,60.0,1
4394,2023-12-05 00:47:08.142560,Vivareal,2669488122,"Apartamento com 3 Quartos para Aluguel, 95m²",Apartamento,"Avenida Madre Benvenuta, 388 - Trindade, Florianópolis - SC",Avenida Madre Benvenuta,388.0, Trindade,florianopolis,5700,Mês,780.0,95.0,2.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-trindade-bairros-florianopolis-com-garagem-95m2-aluguel-RS5700-id-2669488122/,Piscina; Mobiliado; Churrasqueira; Elevador; Varanda; ...,Residencial,6480.0,60.0,8.210526315789474,31.666666666666668,1
4447,2023-12-05 00:47:09.771237,Vivareal,2666484816,"Apartamento com 3 Quartos para Aluguel, 100m²",Apartamento,"Servidão do Palmeiras, 205 - Itacorubi, Florianópolis - SC",Servidão do Palmeiras,205.0, Itacorubi,florianopolis,4400,Mês,955.0,100.0,2.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-itacorubi-bairros-florianopolis-com-garagem-100m2-aluguel-RS4400-id-2666484816/,Elevador; Academia; Espaço gourmet; Jardim; Playground; ...,Residencial,5355.0,44.0,9.55,33.333333333333336,1
4493,2023-12-05 00:47:10.531244,Vivareal,2668253856,"Apartamento com 2 Quartos para Aluguel, 68m²",Apartamento,"Rua Felipe Schmidt, 869 - Centro, Florianópolis - SC",Rua Felipe Schmidt,869.0, Centro,florianopolis,4450,Mês,850.0,68.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-68m2-aluguel-RS4450-id-2668253856/,Piscina; Varanda; Academia; Espaço gourmet; Garagem; ...,Residencial,5300.0,65.44117647058823,12.5,34.0,1
4503,2023-12-05 00:47:10.547450,Vivareal,2664788433,"Apartamento com 3 Quartos para Aluguel, 117m²",Apartamento,"Avenida Jornalista Rubens de Arruda Ramos, 2082 - Centro, Florianópolis - SC",Avenida Jornalista Rubens de Arruda Ramos,2082.0, Centro,florianopolis,5000,Mês,1150.0,117.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-117m2-aluguel-RS5000-id-2664788433/,Elevador; Interfone; Área de serviço,Residencial,6150.0,42.73504273504273,9.82905982905983,39.0,1
4522,2023-12-05 00:47:11.265595,Vivareal,2659862270,"Apartamento com 2 Quartos para Aluguel, 81m²",Apartamento,"Rua dos Jades, 58 - Campeche, Florianópolis - SC",Rua dos Jades,58.0, Campeche,florianopolis,3200,Mês,600.0,81.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-81m2-aluguel-RS3200-id-2659862270/,Churrasqueira; Varanda; Espaço gourmet; Salão de festas; Armário na cozinha; ...,Residencial,3800.0,39.50617283950617,7.407407407407407,40.5,1
4527,2023-12-05 00:47:11.273153,Vivareal,2666924197,Apartamento com 3 Quartos para Venda/Aluguel 97m²,Apartamento,"Rua Professor Egídio Ferreira - Monte Cristo, Florianópolis - SC",Rua Professor Egídio Ferreira ,, Monte Cristo,florianopolis,3500,Mês,729.0,97.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-monte-cristo-bairros-florianopolis-com-garagem-97m2-venda-RS590000-id-2666924197/,Piscina; Churrasqueira; Elevador; Varanda; Aceita animais; ...,Residencial,4229.0,36.08247422680412,7.515463917525773,32.333333333333336,1
4528,2023-12-05 00:47:11.274651,Vivareal,2649005981,"Apartamento com  Quarto para Aluguel, 45m²",Apartamento,"Rua Maria Bazilicia Brito, 90 - Ingleses do Rio Vermelho, Florianópolis - SC",Rua Maria Bazilicia Brito,90.0, Ingleses do Rio Vermelho,florianopolis,3600,Mês,400.0,45.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-45m2-aluguel-RS3600-id-2649005981/,Piscina; Mobiliado; Churrasqueira; Elevador; Condomínio fechado; ...,Residencial,4000.0,80.0,8.88888888888889,45.0,1
4551,2023-12-05 00:47:11.309294,Vivareal,2663537083,"Apartamento com 3 Quartos para Aluguel, 86m²",Apartamento,"Rua Professor Egídio Ferreira, 271 - Capoeiras, Florianópolis - SC",Rua Professor Egídio Ferreira,271.0, Capoeiras,florianopolis,2700,Mês,756.0,86.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-capoeiras-bairros-florianopolis-com-garagem-86m2-aluguel-RS2700-id-2663537083/,Churrasqueira; Elevador; Academia; Área de serviço; Playground; ...,Residencial,3456.0,31.3953488372093,8.790697674418604,28.666666666666668,1
4553,2023-12-05 00:47:11.312334,Vivareal,2647446553,"Apartamento com 2 Quartos para Aluguel, 69m²",Apartamento,"Avenida Campeche, 533 - Campeche, Florianópolis - SC",Avenida Campeche,533.0, Campeche,florianopolis,5200,Mês,580.0,69.0,1.0,2.0,2.0,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-69m2-aluguel-RS5200-id-2647446553/,Churrasqueira; Ar-condicionado; Jardim; Playground; Salão de festas; ...,Residencial,5780.0,75.3623188405797,8.405797101449275,34.5,1
4555,2023-12-05 00:47:11.999589,Vivareal,2668254600,"Apartamento com  Quarto para Aluguel, 35m²",Apartamento,"Rua Aviação Francesa, 189 - Campeche, Florianópolis - SC",Rua Aviação Francesa,189.0, Campeche,florianopolis,2000,Mês,0.0,35.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-campeche-bairros-florianopolis-35m2-aluguel-RS2000-id-2668254600/,,Residencial,2000.0,57.142857142857146,0.0,35.0,1
4562,2023-12-05 00:47:12.011250,Vivareal,2666022611,"Apartamento com 3 Quartos para Aluguel, 110m²",Apartamento,"Rua Idalina Pereira dos Santos - Agronômica, Florianópolis - SC",Rua Idalina Pereira dos Santos ,, Agronômica,florianopolis,6500,Mês,840.0,110.0,5.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-110m2-aluguel-RS6500-id-2666022611/,Ar-condicionado; Piscina; Academia; Salão de festas; Aceita animais,Residencial,7340.0,59.09090909090909,7.636363636363637,36.666666666666664,1
4566,2023-12-05 00:47:12.017566,Vivareal,2658813868,"Apartamento com  Quarto para Aluguel, 45m²",Apartamento,"Servidão Portugália, 26 - Ingleses do Rio Vermelho, Florianópolis - SC",Servidão Portugália,26.0, Ingleses do Rio Vermelho,florianopolis,1700,Mês,70.0,45.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-45m2-aluguel-RS1700-id-2658813868/,,Residencial,1770.0,37.77777777777778,1.5555555555555556,45.0,1
4568,2023-12-05 00:47:12.020708,Vivareal,2665051527,"Apartamento com  Quarto para Aluguel, 29m²",Apartamento,"Rua Tenente Silveira, 614 - Centro, Florianópolis - SC",Rua Tenente Silveira,614.0, Centro,florianopolis,1500,Mês,600.0,29.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-com-garagem-29m2-aluguel-RS1500-id-2665051527/,Cozinha; Elevador,Residencial,2100.0,51.72413793103448,20.689655172413797,29.0,1
4580,2023-12-05 00:47:12.040609,Vivareal,2670118610,"Apartamento com  Quarto para Aluguel, 42m²",Apartamento,"Rua Capitão Romualdo de Barros, 965 - Carvoeira, Florianópolis - SC",Rua Capitão Romualdo de Barros,965.0, Carvoeira,florianopolis,1500,Mês,450.0,42.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-42m2-aluguel-RS1500-id-2670118610/,Garagem,Residencial,1950.0,35.714285714285715,10.714285714285714,42.0,1
4600,2023-12-05 00:47:12.841778,Vivareal,2667532669,"Casa com 3 Quartos para Aluguel, 196m²",Casa,"Servidão Luiz Thomaz Jacques - Lagoa da Conceição, Florianópolis - SC",Servidão Luiz Thomaz Jacques ,, Lagoa da Conceição,florianopolis,5200,Mês,0.0,196.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/casa-3-quartos-lagoa-da-conceicao-bairros-florianopolis-com-garagem-196m2-aluguel-RS5200-id-2667532669/,Churrasqueira; Área de serviço; Jardim,Residencial,5200.0,26.53061224489796,0.0,65.33333333333333,1
4605,2023-12-05 00:47:12.850967,Vivareal,2663431362,"Apartamento com  Quarto para Aluguel, 40m²",Apartamento,"Rua das Acácias, 26 - Carvoeira, Florianópolis - SC",Rua das Acácias,26.0, Carvoeira,florianopolis,3500,Mês,460.0,40.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-carvoeira-bairros-florianopolis-com-garagem-40m2-aluguel-RS3500-id-2663431362/,Garagem,Residencial,3960.0,87.5,11.5,40.0,1
4646,2023-12-05 00:47:13.597089,Vivareal,2661419787,"Apartamento com 2 Quartos para Aluguel, 65m²",Apartamento,"Avenida Mauro Ramos, 278 - Centro, Florianópolis - SC",Avenida Mauro Ramos,278.0, Centro,florianopolis,2350,Mês,682.0,65.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-65m2-aluguel-RS2350-id-2661419787/,Piscina; Elevador; Varanda; Ar-condicionado; Salão de festas; ...,Residencial,3032.0,36.15384615384615,10.492307692307692,32.5,1
4660,2023-12-05 00:47:13.621029,Vivareal,2618721901,"Casa com 5 Quartos para Aluguel, 260m²",Casa,"Servidão Arthur Luciano Garcia - Ingleses do Rio Vermelho, Florianópolis - SC",Servidão Arthur Luciano Garcia ,, Ingleses do Rio Vermelho,florianopolis,7000,Mês,0.0,260.0,4.0,5.0,4.0,https://vivareal.com.br/imovel/casa-5-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-260m2-aluguel-RS7000-id-2618721901/,Armário na cozinha; Ar-condicionado,Residencial,7000.0,26.923076923076923,0.0,52.0,1
4674,2023-12-05 00:47:14.303267,Vivareal,2666328949,"Apartamento com 2 Quartos para Aluguel, 64m²",Apartamento,"Rua João Meirelles, 1298 - Abraão, Florianópolis - SC",Rua João Meirelles,1298.0, Abraão,florianopolis,2500,Mês,483.0,64.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-abraao-bairros-florianopolis-com-garagem-64m2-aluguel-RS2500-id-2666328949/,Churrasqueira; Elevador; Academia; Área de serviço; Playground; ...,Residencial,2983.0,39.0625,7.546875,32.0,1
4684,2023-12-05 00:47:14.318931,Vivareal,2666235651,"Casa com 3 Quartos para Aluguel, 154m²",Casa,"Rua José Abreu, 26 - Estreito, Florianópolis - SC",Rua José Abreu,26.0, Estreito,florianopolis,3500,Mês,0.0,154.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/casa-3-quartos-estreito-bairros-florianopolis-com-garagem-154m2-aluguel-RS3500-id-2666235651/,Garagem,Residencial,3500.0,22.727272727272727,0.0,51.333333333333336,1
4687,2023-12-05 00:47:14.323344,Vivareal,2646049413,"Apartamento com 2 Quartos para Aluguel, 72m²",Apartamento,"Rua Otávio Cruz, 501 - Campeche, Florianópolis - SC",Rua Otávio Cruz,501.0, Campeche,florianopolis,4600,Mês,650.0,72.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-72m2-aluguel-RS4600-id-2646049413/,Churrasqueira; Elevador; Ar-condicionado; Área de serviço; Varanda gourmet; ...,Residencial,5250.0,63.888888888888886,9.02777777777778,36.0,1
4690,2023-12-05 00:47:14.327979,Vivareal,2665053111,"Apartamento com 4 Quartos para Aluguel, 137m²",Apartamento,"Rua João Meirelles, 342 - Abraão, Florianópolis - SC",Rua João Meirelles,342.0, Abraão,florianopolis,3700,Mês,1247.0,137.0,3.0,4.0,2.0,https://vivareal.com.br/imovel/apartamento-4-quartos-abraao-bairros-florianopolis-com-garagem-137m2-aluguel-RS3700-id-2665053111/,Piscina; Mobiliado; Churrasqueira; Condomínio fechado; Jardim; ...,Residencial,4947.0,27.00729927007299,9.102189781021895,34.25,1
4702,2023-12-05 00:47:15.030048,Vivareal,2667533147,"Apartamento com 2 Quartos para Aluguel, 73m²",Apartamento,"Rua Pedro Cunha, 968 - Estreito, Florianópolis - SC",Rua Pedro Cunha,968.0, Estreito,florianopolis,2200,Mês,800.0,73.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-estreito-bairros-florianopolis-73m2-aluguel-RS2200-id-2667533147/,Piscina; Churrasqueira; Condomínio fechado; Varanda; Academia; ...,Residencial,3000.0,30.136986301369863,10.95890410958904,36.5,1
4708,2023-12-05 00:47:15.039929,Vivareal,2660018166,"Apartamento com 3 Quartos para Aluguel, 100m²",Apartamento,"Rua dos Cambuatas, 194 - Jurerê, Florianópolis - SC",Rua dos Cambuatas,194.0, Jurerê,florianopolis,7800,Mês,500.0,100.0,2.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-jurere-bairros-florianopolis-com-garagem-100m2-aluguel-RS7800-id-2660018166/,Varanda; Churrasqueira; Ar-condicionado; Interfone; Salão de festas,Residencial,8300.0,78.0,5.0,33.333333333333336,1
4713,2023-12-05 00:47:15.047730,Vivareal,2663537084,"Kitnet/Conjugado com  Quarto para Aluguel, 20m²",Kitnet/Conjugado,"Rua Poeta Francisco Machado de Souza, 98 - Estreito, Florianópolis - SC",Rua Poeta Francisco Machado de Souza,98.0, Estreito,florianopolis,980,Mês,0.0,20.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/kitnet-1-quartos-estreito-bairros-florianopolis-com-garagem-20m2-aluguel-RS980-id-2663537084/,Interfone,Residencial,980.0,49.0,0.0,20.0,1
4723,2023-12-05 00:47:15.064076,Vivareal,2665095621,"Kitnet/Conjugado com  Quarto para Aluguel, 45m²",Kitnet/Conjugado,"Praça Paulo Schlemper, 33 - Estreito, Florianópolis - SC",Praça Paulo Schlemper,33.0, Estreito,florianopolis,950,Mês,0.0,45.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/kitnet-1-quartos-estreito-bairros-florianopolis-45m2-aluguel-RS950-id-2665095621/,,Residencial,950.0,21.11111111111111,0.0,45.0,1
4730,2023-12-05 00:47:15.075508,Vivareal,2644853558,"Apartamento com 2 Quartos para Aluguel, 72m²",Apartamento,"Avenida Buriti, 620 - Itacorubi, Florianópolis - SC",Avenida Buriti,620.0, Itacorubi,florianopolis,3800,Mês,533.0,72.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-itacorubi-bairros-florianopolis-com-garagem-72m2-aluguel-RS3800-id-2644853558/,Churrasqueira; Elevador; Varanda; Academia; Espaço gourmet; ...,Residencial,4333.0,52.77777777777778,7.402777777777778,36.0,1
4731,2023-12-05 00:47:15.077092,Vivareal,2656728284,"Apartamento com 2 Quartos para Aluguel, 44m²",Apartamento,"Avenida Marinheiro Max Schramm, 2428 - Jardim Atlântico, Florianópolis - SC",Avenida Marinheiro Max Schramm,2428.0, Jardim Atlântico,florianopolis,1900,Mês,547.0,44.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-jardim-atlantico-bairros-florianopolis-com-garagem-44m2-aluguel-RS1900-id-2656728284/,Playground; Quadra poliesportiva; Interfone; Mobiliado; Área de serviço,Residencial,2447.0,43.18181818181818,12.431818181818182,22.0,1
4747,2023-12-05 00:47:15.785273,Vivareal,2667999736,"Apartamento com 3 Quartos para Aluguel, 82m²",Apartamento,"Rua das Acácias, 121 - Carvoeira, Florianópolis - SC",Rua das Acácias,121.0, Carvoeira,florianopolis,2500,Mês,700.0,82.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-carvoeira-bairros-florianopolis-com-garagem-82m2-aluguel-RS2500-id-2667999736/,Garagem,Residencial,3200.0,30.48780487804878,8.536585365853659,27.333333333333332,1
