tipo,bairro,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,area_por_quarto,tem_vaga,valor
Apartamento, Trindade,950.0,71.0,2.0,2.0,1.0,35.5,1,3500
Apartamento, Campeche,838.0,88.0,2.0,2.0,1.0,44.0,1,6200
Apartamento, Ingleses do Rio Vermelho,300.0,74.0,2.0,3.0,1.0,24.666666666666668,1,3500
Apartamento, Centro,607.0,48.0,3.0,1.0,1.0,48.0,1,3500
Apartamento,Pantanal,365.0,47.0,1.0,1.0,1.0,47.0,1,2400
Apartamento, Centro,1351.0,132.0,3.0,4.0,2.0,33.0,1,6000
Apartamento, Abraão,570.0,70.0,2.0,2.0,1.0,35.0,1,1900
Apartamento, Carvoeira,500.0,45.0,1.0,1.0,1.0,45.0,1,2900
Casa, Itacorubi,0.0,175.0,4.0,3.0,2.0,58.333333333333336,1,12000
Apartamento, Estreito,426.0,71.0,1.0,2.0,1.0,35.5,1,2200
Apartamento, Itacorubi,600.0,75.0,2.0,2.0,1.0,37.5,1,3100
Apartamento, Saco dos Limões,700.0,71.0,2.0,2.0,2.0,35.5,1,2950
Casa, Rio Tavares,320.0,300.0,3.0,3.0,2.0,100.0,1,8500
Apartamento, Jardim Atlântico,600.0,87.0,3.0,3.0,2.0,29.0,1,3900
Apartamento, Itacorubi,650.0,83.0,1.0,2.0,1.0,41.5,1,3100
Apartamento,Agronômica,890.0,87.0,3.0,2.0,3.0,43.5,1,5600
Apartamento, Capoeiras,0.0,70.0,1.0,1.0,1.0,70.0,1,1500
Kitnet/Conjugado,Carianos,0.0,29.0,1.0,1.0,1.0,29.0,1,950
Apartamento, Itacorubi,1400.0,88.0,2.0,3.0,1.0,29.33333333333333,1,3500
Apartamento, Centro,770.0,33.0,1.0,1.0,1.0,33.0,1,1600
Apartamento,Ribeirão da Ilha,150.0,35.0,1.0,1.0,1.0,35.0,1,1450
Apartamento, Trindade,400.0,50.0,1.0,1.0,1.0,50.0,1,3500
Apartamento, Jurerê,0.0,90.0,2.0,2.0,1.0,45.0,1,6590
Casa, São João do Rio Vermelho,0.0,84.0,2.0,2.0,2.0,42.0,1,3500
Apartamento, Centro,1100.0,94.0,2.0,3.0,1.0,31.33333333333333,1,4500
Apartamento,Trindade,360.0,30.0,1.0,1.0,1.0,30.0,1,2600
Casa,Ratones,0.0,192.0,2.0,2.0,5.0,96.0,1,7000
Apartamento,Praia Brava,1225.0,111.0,2.0,2.0,1.0,55.5,1,3000
Apartamento, Centro,950.0,51.0,1.0,2.0,1.0,25.5,1,2200
Apartamento, Centro,1600.0,155.0,4.0,5.0,2.0,31.0,1,6500
Apartamento,Ingleses do Rio Vermelho,461.0,68.0,2.0,2.0,2.0,34.0,1,3000
Apartamento, Centro,745.0,40.0,1.0,1.0,1.0,40.0,1,1250
Apartamento, Centro,690.0,65.0,2.0,2.0,2.0,32.5,1,4500
Apartamento, Trindade,752.0,80.0,2.0,2.0,2.0,40.0,1,5000
Apartamento,Centro,500.0,40.0,1.0,1.0,1.0,40.0,1,2799
Apartamento, Canasvieiras,430.0,107.0,2.0,2.0,1.0,53.5,1,3500
Apartamento, Lagoa da Conceição,899.0,109.0,2.0,3.0,1.0,36.333333333333336,1,3700
Apartamento, Abraão,760.0,85.0,2.0,2.0,1.0,42.5,1,3200
Apartamento,Ingleses do Rio Vermelho,0.0,60.0,2.0,3.0,1.0,20.0,1,1900
Casa, Trindade,90.0,240.0,4.0,3.0,2.0,80.0,1,9500
Apartamento, Campeche,1000.0,39.0,1.0,1.0,1.0,39.0,1,3000
Apartamento, Estreito,436.0,65.0,2.0,2.0,2.0,32.5,1,3300
Casa, Santinho,1.0,350.0,4.0,4.0,5.0,87.5,1,5500
Casa, Ingleses do Rio Vermelho,0.0,139.0,2.0,2.0,2.0,69.5,1,3350
Apartamento, Trindade,530.0,75.0,1.0,3.0,1.0,25.0,1,2500
Apartamento, Itacorubi,850.0,69.0,2.0,2.0,2.0,34.5,1,4800
Apartamento,Carvoeira,600.0,42.0,1.0,1.0,1.0,42.0,1,2900
Apartamento, Estreito,567.0,68.0,2.0,2.0,1.0,34.0,1,2350
Apartamento, Pantanal,1000.0,63.0,2.0,2.0,1.0,31.5,1,3500
Apartamento,Ingleses do Rio Vermelho,385.0,80.0,2.0,2.0,1.0,40.0,1,2750
Casa,Trindade,0.0,165.0,2.0,2.0,1.0,82.5,1,5500
Apartamento, Campeche,420.0,45.0,1.0,1.0,1.0,45.0,1,5800
Apartamento, Itacorubi,900.0,68.0,2.0,1.0,1.0,68.0,1,2650
Apartamento, Centro,304.0,41.0,1.0,1.0,1.0,41.0,1,2990
Apartamento, Trindade,400.0,67.0,2.0,2.0,2.0,33.5,1,3400
Kitnet/Conjugado, Sambaqui,0.0,35.0,1.0,1.0,1.0,35.0,1,1600
Apartamento, Centro,1188.0,158.0,4.0,3.0,1.0,52.66666666666666,1,5000
Apartamento,Saco dos Limões,690.0,74.0,2.0,2.0,1.0,37.0,1,2900
Casa, São João do Rio Vermelho,1.0,102.0,2.0,3.0,1.0,34.0,1,3400
Casa, Cachoeira do Bom Jesus,300.0,266.0,4.0,3.0,4.0,88.66666666666667,1,15000
Apartamento, Itacorubi,1273.0,152.0,2.0,3.0,2.0,50.66666666666666,1,5100
Apartamento,Joao Paulo,450.0,48.0,1.0,1.0,1.0,48.0,1,3100
Apartamento, Centro,400.0,95.0,3.0,3.0,1.0,31.666666666666668,1,3650
Apartamento, Capoeiras,618.0,65.0,1.0,2.0,1.0,32.5,1,2250
Apartamento,Trindade,731.0,63.0,1.0,2.0,1.0,31.5,1,2700
Apartamento, Trindade,690.0,74.0,2.0,2.0,1.0,37.0,1,2400
Apartamento, Centro,490.0,80.0,1.0,2.0,1.0,40.0,1,3900
Apartamento, Itacorubi,663.0,65.0,1.0,2.0,1.0,32.5,1,2200
Apartamento,Trindade,314.0,28.0,1.0,1.0,1.0,28.0,1,3000
Apartamento, Trindade,630.0,86.0,2.0,3.0,1.0,28.666666666666668,1,3700
Apartamento,Centro,740.0,94.0,2.0,2.0,1.0,47.0,1,2100
Apartamento, Itacorubi,1100.0,95.0,2.0,2.0,1.0,47.5,1,3850
Apartamento, Ingleses do Rio Vermelho,0.0,28.0,1.0,1.0,1.0,28.0,1,1750
Apartamento, Ribeirão da Ilha,250.0,37.0,1.0,1.0,1.0,37.0,1,2000
Apartamento, Saco dos Limões,550.0,43.0,2.0,1.0,1.0,43.0,1,3000
Casa, Rio Tavares,0.0,22.0,1.0,1.0,1.0,22.0,1,1600
Apartamento, Beira Mar,1298.0,90.0,3.0,3.0,2.0,30.0,1,4600
Casa, Morro das Pedras,0.0,85.0,2.0,2.0,2.0,42.5,1,3700
Apartamento, Centro,954.0,96.0,3.0,3.0,1.0,32.0,1,2800
Apartamento, Campeche,350.0,60.0,2.0,2.0,1.0,30.0,1,4000
Apartamento, Beira Mar,980.0,131.0,4.0,3.0,3.0,43.66666666666666,1,12000
Apartamento,Agronômica,400.0,60.0,1.0,1.0,1.0,60.0,1,2800
Apartamento, Centro,850.0,52.0,1.0,1.0,1.0,52.0,1,3100
Apartamento, Centro,530.0,65.0,2.0,2.0,1.0,32.5,1,3300
Fazenda/Sítio/Chácara,São João do Rio Vermelho,0.0,130.0,2.0,1.0,2.0,130.0,1,4800
Casa,Jurerê Internacional,0.0,600.0,6.0,5.0,8.0,120.0,1,35000
Apartamento, Campeche,706.0,153.0,2.0,3.0,1.0,51.0,1,7000
Apartamento,Beira Mar,2587.0,265.0,5.0,3.0,2.0,88.33333333333333,1,9000
Apartamento, Pantanal,190.0,27.0,1.0,1.0,1.0,27.0,1,1250
Casa, Campeche,0.0,130.0,3.0,3.0,2.0,43.333333333333336,1,4900
Apartamento,Campeche,0.0,110.0,2.0,3.0,1.0,36.66666666666666,1,3400
Apartamento,Ingleses do Rio Vermelho,170.0,44.0,1.0,1.0,1.0,44.0,1,1500
Apartamento, Estreito,528.0,66.0,1.0,2.0,1.0,33.0,1,2750
Apartamento, Coloninha,400.0,62.0,2.0,2.0,2.0,31.0,1,3228
Apartamento, Capoeiras,525.0,64.0,2.0,1.0,1.0,64.0,1,1300
Apartamento, Lagoa da Conceição,1300.0,155.0,2.0,3.0,2.0,51.66666666666666,1,4950
Apartamento,Ingleses do Rio Vermelho,490.0,46.0,1.0,1.0,1.0,46.0,1,1200
Apartamento, Centro,317.0,56.0,1.0,1.0,1.0,56.0,1,2100
Apartamento,Ingleses do Rio Vermelho,350.0,60.0,1.0,2.0,1.0,30.0,1,1650
Casa, Ingleses do Rio Vermelho,82.0,153.0,4.0,4.0,2.0,38.25,1,6520
Loft,Trindade,0.0,18.0,1.0,1.0,1.0,18.0,1,1500
Apartamento,Ingleses do Rio Vermelho,500.0,47.0,1.0,1.0,1.0,47.0,1,1600
Apartamento, Monte Verde,0.0,48.0,1.0,2.0,1.0,24.0,1,1250
Casa,Praia Mole,914.0,137.0,2.0,3.0,2.0,45.66666666666666,1,6400
Apartamento, Carvoeira,650.0,43.0,1.0,1.0,1.0,43.0,1,2900
Casa, Canto,0.0,150.0,1.0,3.0,1.0,50.0,1,4000
Apartamento,Trindade,500.0,92.0,2.0,3.0,1.0,30.666666666666668,1,3500
Casa, Jurerê Internacional,0.0,1000.0,8.0,6.0,5.0,166.66666666666666,1,55000
Apartamento, Ingleses do Rio Vermelho,300.0,100.0,2.0,2.0,1.0,50.0,1,2000
Apartamento,Córrego Grande,590.0,65.0,2.0,2.0,1.0,32.5,1,3500
Casa, Capoeiras,0.0,85.0,2.0,2.0,2.0,42.5,1,3500
Casa, Campeche,0.0,110.0,3.0,2.0,1.0,55.0,1,4100
Apartamento,Ribeirão da Ilha,250.0,74.0,1.0,2.0,1.0,37.0,1,2700
Apartamento, Pantanal,660.0,50.0,1.0,1.0,1.0,50.0,1,2100
Apartamento, Campeche,1000.0,80.0,2.0,2.0,1.0,40.0,1,6500
Apartamento, Estreito,251.0,36.0,1.0,1.0,1.0,36.0,1,1890
Apartamento,Itacorubi,470.0,50.0,1.0,2.0,1.0,25.0,1,2000
Apartamento, Trindade,500.0,50.0,1.0,1.0,1.0,50.0,1,3590
Casa,Pântano do Sul,0.0,115.0,3.0,4.0,2.0,28.75,1,6500
Apartamento, Ingleses do Rio Vermelho,400.0,78.0,2.0,2.0,1.0,39.0,1,3100
Casa,Cacupé,0.0,519.0,1.0,5.0,8.0,103.8,1,18000
Apartamento,Estreito,460.0,96.0,2.0,3.0,2.0,32.0,1,3900
Apartamento, Carvoeira,648.0,43.0,1.0,1.0,1.0,43.0,1,3400
Apartamento, Abraão,397.0,87.0,2.0,3.0,2.0,29.0,1,2950
Apartamento, Itacorubi,1400.0,82.0,2.0,3.0,2.0,27.33333333333333,1,3500
Casa, Santinho,0.0,150.0,1.0,3.0,3.0,50.0,1,3800
Apartamento, Carvoeira,648.0,43.0,1.0,1.0,1.0,43.0,1,3400
Apartamento,Coqueiros,708.0,105.0,2.0,3.0,2.0,35.0,1,5000
Casa, Trindade,120.0,24.0,1.0,1.0,1.0,24.0,1,1899
Apartamento, Coqueiros,2483.0,254.0,3.0,3.0,3.0,84.66666666666667,1,8300
Apartamento, Rio Tavares,0.0,70.0,1.0,2.0,1.0,35.0,1,2200
Apartamento, Centro,850.0,71.0,2.0,2.0,2.0,35.5,1,4400
Apartamento, Jardim Atlântico,200.0,25.0,1.0,1.0,1.0,25.0,1,1150
Apartamento, Pantanal,0.0,48.0,2.0,1.0,1.0,48.0,1,2500
Apartamento, Lagoa da Conceição,300.0,37.0,1.0,1.0,1.0,37.0,1,2300
Casa, Ingleses do Rio Vermelho,0.0,35.0,1.0,1.0,2.0,35.0,1,2250
Apartamento, Carvoeira,500.0,50.0,1.0,1.0,1.0,50.0,1,3000
Casa, Cacupé,0.0,519.0,1.0,5.0,1.0,103.8,1,25000
Apartamento, Campeche,0.0,52.0,1.0,1.0,1.0,52.0,1,2200
Casa, Ingleses do Rio Vermelho,0.0,120.0,3.0,3.0,2.0,40.0,1,4700
Apartamento, Campeche,804.0,71.0,1.0,1.0,1.0,71.0,1,3700
Apartamento,Centro,620.0,77.0,2.0,3.0,1.0,25.666666666666668,1,3500
Apartamento,Ingleses do Rio Vermelho,300.0,60.0,2.0,2.0,1.0,30.0,1,2200
Apartamento,Centro,495.0,60.0,1.0,1.0,1.0,60.0,1,4800
Apartamento, Capoeiras,0.0,38.0,1.0,1.0,1.0,38.0,1,1290
Apartamento,Pantanal,600.0,50.0,1.0,1.0,1.0,50.0,1,2000
Casa,Itacorubi,0.0,330.0,5.0,4.0,5.0,82.5,1,13500
Apartamento, Trindade,678.0,103.0,2.0,3.0,1.0,34.333333333333336,1,3200
Casa, Campeche,250.0,228.0,4.0,3.0,2.0,76.0,1,9000
Apartamento, Coqueiros,358.0,57.0,1.0,2.0,1.0,28.5,1,2450
Casa, Jurerê Internacional,0.0,390.0,5.0,4.0,1.0,97.5,1,19000
Apartamento, Agronômica,550.0,41.0,1.0,1.0,1.0,41.0,1,1950
Apartamento, Trindade,320.0,65.0,1.0,1.0,1.0,65.0,1,1550
Apartamento, Campeche,1162.0,84.0,3.0,2.0,1.0,42.0,1,6700
Apartamento, Ingleses do Rio Vermelho,275.0,75.0,2.0,2.0,1.0,37.5,1,2500
Casa, Joao Paulo,0.0,300.0,3.0,5.0,4.0,60.0,1,7000
Kitnet/Conjugado, Pantanal,0.0,30.0,1.0,1.0,1.0,30.0,1,1200
Casa, Ingleses do Rio Vermelho,0.0,175.0,2.0,3.0,2.0,58.333333333333336,1,4000
Apartamento, Agronômica,1400.0,120.0,2.0,3.0,1.0,40.0,1,5775
Apartamento, Centro,1400.0,106.0,1.0,2.0,1.0,53.0,1,2750
Casa, Carianos,0.0,122.0,1.0,3.0,1.0,40.66666666666666,1,3300
Apartamento, Pântano do Sul,0.0,47.0,1.0,1.0,1.0,47.0,1,1650
Casa, Lagoa da Conceição,0.0,70.0,2.0,2.0,1.0,35.0,1,2600
Apartamento, Centro,550.0,35.0,1.0,1.0,1.0,35.0,1,1220
Apartamento,Cachoeira do Bom Jesus,0.0,83.0,1.0,1.0,1.0,83.0,1,2900
Casa, Ingleses do Rio Vermelho,0.0,150.0,2.0,3.0,2.0,50.0,1,4690
Apartamento, Itacorubi,450.0,63.0,2.0,2.0,1.0,31.5,1,4500
Apartamento, São João do Rio Vermelho,0.0,35.0,1.0,1.0,1.0,35.0,1,1150
Casa, Jardim Atlântico,0.0,35.0,1.0,1.0,1.0,35.0,1,2500
Apartamento,Córrego Grande,700.0,68.0,2.0,2.0,1.0,34.0,1,2850
Apartamento, Centro,568.0,72.0,1.0,2.0,1.0,36.0,1,2600
Apartamento, Centro,490.0,32.0,1.0,1.0,1.0,32.0,1,1250
Apartamento, Centro,934.0,70.0,2.0,2.0,1.0,35.0,1,3200
Casa, Rio Tavares,0.0,22.0,1.0,1.0,1.0,22.0,1,1600
Apartamento, Jurerê,442.0,60.0,1.0,2.0,1.0,30.0,1,2500
Apartamento,Ribeirão da Ilha,944.0,65.0,2.0,2.0,1.0,32.5,1,2700
Apartamento, Trindade,0.0,160.0,2.0,3.0,2.0,53.333333333333336,1,4350
Apartamento,Trindade,315.0,34.0,1.0,1.0,1.0,34.0,1,1700
Casa,Campeche,0.0,70.0,1.0,2.0,1.0,35.0,1,2750
Apartamento, Campeche,929.0,78.0,2.0,2.0,1.0,39.0,1,4100
Apartamento, Itacorubi,700.0,90.0,5.0,3.0,1.0,30.0,1,3700
Apartamento, Cachoeira do Bom Jesus,2100.0,224.0,6.0,4.0,3.0,56.0,1,10000
Casa, Jardim Atlântico,0.0,200.0,2.0,3.0,1.0,66.66666666666667,1,3300
Apartamento, Centro,566.0,68.0,1.0,2.0,1.0,34.0,1,2200
Kitnet/Conjugado,Pantanal,0.0,21.0,1.0,1.0,1.0,21.0,1,1250
Apartamento, Pântano do Sul,0.0,35.0,1.0,2.0,1.0,17.5,1,1700
Casa,Campeche,0.0,65.0,1.0,2.0,1.0,32.5,1,3850
Casa, Rio Tavares,0.0,75.0,1.0,2.0,2.0,37.5,1,4500
Casa, Campeche,0.0,200.0,3.0,4.0,6.0,50.0,1,8500
Casa,Ingleses do Rio Vermelho,0.0,30.0,1.0,1.0,1.0,30.0,1,1250
Casa,Campeche,0.0,68.0,1.0,2.0,2.0,34.0,1,3850
Apartamento, Campeche,550.0,86.0,2.0,2.0,1.0,43.0,1,5900
Casa, Jardim Atlântico,0.0,150.0,4.0,4.0,4.0,37.5,1,7000
Casa,Bom Abrigo,0.0,370.0,4.0,6.0,2.0,61.66666666666666,1,6000
Casa, Armação do Pântano do Sul,0.0,90.0,1.0,2.0,2.0,45.0,1,2800
Casa, Campeche,0.0,147.0,6.0,3.0,4.0,49.0,1,7000
Casa, Ingleses do Rio Vermelho,0.0,231.0,2.0,3.0,3.0,77.0,1,6650
Casa,Morro das Pedras,900.0,102.0,1.0,3.0,2.0,34.0,1,5000
Loft,Trindade,0.0,18.0,1.0,1.0,1.0,18.0,1,1000
Loft,Trindade,0.0,18.0,1.0,1.0,1.0,18.0,1,950
Casa, Campeche,250.0,228.0,4.0,3.0,2.0,76.0,1,9000
Casa, Capoeiras,0.0,300.0,4.0,1.0,1.0,300.0,1,5000
Apartamento, Centro,650.0,28.0,1.0,1.0,1.0,28.0,1,3300
Casa, Porto da Lagoa,1200.0,400.0,5.0,5.0,4.0,80.0,1,25000
Casa,Canto dos Araçás,0.0,54.0,1.0,2.0,1.0,27.0,1,2000
Casa, Campeche,0.0,130.0,3.0,3.0,2.0,43.333333333333336,1,7500
Apartamento, Centro,1062.0,108.0,3.0,2.0,2.0,54.0,1,11487
Apartamento, Centro,1300.0,82.0,2.0,3.0,2.0,27.33333333333333,1,6500
Casa,Agronômica,0.0,216.0,2.0,3.0,2.0,72.0,1,8000
Apartamento, Pantanal,781.0,78.0,1.0,2.0,1.0,39.0,1,3441
Apartamento, Itacorubi,740.0,72.0,2.0,2.0,1.0,36.0,1,4450
Casa, Centro,0.0,70.0,1.0,1.0,1.0,70.0,1,2000
Apartamento, Trindade,840.0,75.0,3.0,2.0,2.0,37.5,1,3500
Casa, Morro das Pedras,0.0,79.0,1.0,3.0,2.0,26.33333333333333,1,3800
Apartamento, Itacorubi,650.0,83.0,2.0,2.0,1.0,41.5,1,2950
Apartamento, Campeche,1100.0,80.0,2.0,1.0,3.0,80.0,1,10310
Apartamento, Centro,1523.0,167.0,5.0,3.0,2.0,55.66666666666666,1,19415
Casa, Campeche,0.0,147.0,3.0,4.0,4.0,36.75,1,6000
Casa, Jardim Atlântico,0.0,45.0,1.0,1.0,1.0,45.0,1,2500
Casa, Campeche,0.0,168.0,2.0,4.0,2.0,42.0,1,6000
Apartamento, Córrego Grande,650.0,90.0,2.0,3.0,1.0,30.0,1,3700
Apartamento, Capoeiras,526.0,109.0,2.0,3.0,2.0,36.333333333333336,1,3700
Casa, Jurerê Internacional,0.0,500.0,6.0,5.0,3.0,100.0,1,50000
Casa, Coqueiros,0.0,300.0,3.0,5.0,1.0,60.0,1,5950
Apartamento, Capoeiras,581.0,85.0,2.0,3.0,2.0,28.33333333333333,1,3650
Apartamento, Saco dos Limões,630.0,71.0,2.0,2.0,1.0,35.5,1,3000
Apartamento, Canto,1201.0,92.0,2.0,3.0,2.0,30.666666666666668,1,2800
Apartamento, Jurerê Internacional,590.0,82.0,2.0,2.0,1.0,41.0,1,6600
Apartamento, Jurerê,360.0,56.0,1.0,1.0,1.0,56.0,1,2350
Apartamento, Saco dos Limões,630.0,71.0,2.0,2.0,1.0,35.5,1,3000
Casa, Tapera da Base,0.0,150.0,1.0,3.0,1.0,50.0,1,2600
Apartamento, Balneário,580.0,70.0,2.0,2.0,1.0,35.0,1,2800
Apartamento,Itacorubi,630.0,74.0,1.0,2.0,1.0,37.0,1,2500
Apartamento, Trindade,640.0,85.0,2.0,3.0,1.0,28.33333333333333,1,3500
Apartamento, Capoeiras,908.0,86.0,2.0,3.0,1.0,28.666666666666668,1,2500
Apartamento, Rio Tavares,1000.0,113.0,3.0,3.0,2.0,37.66666666666666,1,6900
Apartamento, Centro,827.0,98.0,2.0,3.0,1.0,32.666666666666664,1,3300
Casa, Carianos,0.0,200.0,6.0,3.0,2.0,66.66666666666667,1,5000
Apartamento,Centro,510.0,42.0,1.0,1.0,1.0,42.0,1,4700
Apartamento, Monte Cristo,190.0,55.0,1.0,3.0,1.0,18.33333333333333,1,1300
Apartamento, Itacorubi,590.0,80.0,1.0,2.0,1.0,40.0,1,3200
Apartamento, Campeche,0.0,57.0,2.0,2.0,1.0,28.5,1,2950
Casa,Santo Antônio de Lisboa,0.0,107.0,3.0,3.0,1.0,35.666666666666664,1,8000
Apartamento, Carvoeira,460.0,50.0,1.0,1.0,1.0,50.0,1,3400
Apartamento, Jardim Atlântico,730.0,100.0,2.0,3.0,1.0,33.333333333333336,1,1900
Casa, Balneário,0.0,240.0,1.0,1.0,1.0,240.0,1,1400
Apartamento, Abraão,1272.0,139.0,3.0,3.0,1.0,46.333333333333336,1,4350
Apartamento, Agronômica,945.0,91.0,2.0,3.0,1.0,30.33333333333333,1,4000
Apartamento,Centro,702.0,113.0,3.0,3.0,1.0,37.66666666666666,1,7500
Casa,Santo Antônio de Lisboa,0.0,131.0,3.0,3.0,1.0,43.66666666666666,1,8000
Apartamento, Itaguaçu,503.0,80.0,2.0,2.0,1.0,40.0,1,2200
Apartamento, Trindade,490.0,38.0,2.0,1.0,1.0,38.0,1,2800
Apartamento, Centro,829.0,86.0,2.0,2.0,2.0,43.0,1,5300
Apartamento, Centro,448.0,50.0,1.0,1.0,1.0,50.0,1,2100
Apartamento, Centro,1020.0,93.0,3.0,3.0,1.0,31.0,1,3100
Apartamento, Abraão,425.0,69.0,1.0,1.0,1.0,69.0,1,1940
Apartamento, Campeche,0.0,57.0,2.0,2.0,1.0,28.5,1,2950
Casa, Capoeiras,0.0,142.0,1.0,2.0,2.0,71.0,1,4100
Apartamento, Centro,1230.0,100.0,2.0,3.0,2.0,33.333333333333336,1,3800
Apartamento, Centro,700.0,95.0,3.0,3.0,1.0,31.666666666666668,1,2400
Apartamento, Capoeiras,509.0,59.0,1.0,2.0,1.0,29.5,1,2000
Apartamento, Joao Paulo,568.0,78.0,2.0,2.0,1.0,39.0,1,7500
Apartamento, Coqueiros,980.0,99.0,2.0,3.0,1.0,33.0,1,4000
Apartamento, Centro,950.0,86.0,1.0,3.0,1.0,28.666666666666668,1,3500
Apartamento, Rio Tavares,550.0,77.0,2.0,2.0,1.0,38.5,1,4100
Apartamento,Ingleses do Rio Vermelho,590.0,81.0,2.0,2.0,2.0,40.5,1,4500
Apartamento, Cachoeira do Bom Jesus,600.0,22.0,1.0,1.0,1.0,22.0,1,2200
Apartamento, Itacorubi,1300.0,152.0,3.0,4.0,2.0,38.0,1,8000
Casa, Campeche,0.0,80.0,2.0,3.0,1.0,26.666666666666668,1,4800
Casa, Cachoeira do Bom Jesus,350.0,226.0,3.0,3.0,2.0,75.33333333333333,1,6500
Apartamento, Centro,975.0,67.0,1.0,2.0,1.0,33.5,1,1800
Apartamento, Capoeiras,445.0,51.0,1.0,2.0,1.0,25.5,1,1100
Apartamento, Jardim Atlântico,450.0,59.0,1.0,3.0,1.0,19.666666666666668,1,1790
Casa, Campeche,0.0,170.0,1.0,3.0,5.0,56.66666666666666,1,6000
Apartamento,Trindade,395.0,52.0,1.0,1.0,1.0,52.0,1,2800
Apartamento, Centro,850.0,73.0,2.0,2.0,2.0,36.5,1,4550
Apartamento, Campeche,680.0,78.0,2.0,2.0,2.0,39.0,1,5300
Apartamento, Trindade,450.0,76.0,1.0,3.0,1.0,25.33333333333333,1,3000
Apartamento, Centro,400.0,29.0,1.0,1.0,1.0,29.0,1,1900
Apartamento, Centro,750.0,72.0,2.0,3.0,1.0,24.0,1,3500
Apartamento, Balneário,475.0,40.0,1.0,1.0,1.0,40.0,1,2100
Apartamento, Estreito,400.0,63.0,2.0,2.0,1.0,31.5,1,3100
Apartamento, Carvoeira,500.0,40.0,1.0,1.0,2.0,40.0,1,2950
Apartamento, Centro,792.0,119.0,3.0,3.0,1.0,39.66666666666666,1,5500
Apartamento,Jurerê,766.0,113.0,2.0,3.0,1.0,37.66666666666666,1,4800
Casa, Itacorubi,0.0,190.0,4.0,3.0,2.0,63.333333333333336,1,12000
Apartamento, Trindade,650.0,98.0,2.0,3.0,1.0,32.666666666666664,1,2900
Apartamento, Cachoeira do Bom Jesus,500.0,65.0,1.0,2.0,1.0,32.5,1,2300
Casa, Canto,0.0,50.0,1.0,1.0,1.0,50.0,1,2000
Casa, Joao Paulo,0.0,213.0,3.0,4.0,2.0,53.25,1,8500
Apartamento, Centro,800.0,75.0,2.0,2.0,2.0,37.5,1,3000
Casa, Saco dos Limões,0.0,110.0,2.0,2.0,1.0,55.0,1,2800
Apartamento, Estreito,445.0,84.0,2.0,3.0,2.0,28.0,1,2800
Apartamento, Centro,900.0,122.0,3.0,3.0,1.0,40.66666666666666,1,2700
Apartamento, Estreito,400.0,63.0,2.0,2.0,1.0,31.5,1,3200
Apartamento, Agronômica,919.0,87.0,3.0,2.0,3.0,43.5,1,5600
Casa, Itacorubi,0.0,198.0,4.0,3.0,2.0,66.0,1,12000
Apartamento, Trindade,720.0,65.0,3.0,2.0,1.0,32.5,1,3500
Casa, Campeche,0.0,170.0,1.0,3.0,1.0,56.66666666666666,1,6000
Casa, Jurerê Internacional,0.0,350.0,5.0,4.0,2.0,87.5,1,15500
Apartamento, Agronômica,650.0,130.0,4.0,3.0,2.0,43.333333333333336,1,7100
Apartamento, Córrego Grande,710.0,107.0,3.0,2.0,2.0,53.5,1,7500
Apartamento, Vargem do Bom Jesus,0.0,60.0,1.0,2.0,1.0,30.0,1,3600
Casa,Campeche,0.0,118.0,3.0,2.0,1.0,59.0,1,5000
Casa, Centro,0.0,114.0,1.0,3.0,1.0,38.0,1,2600
Casa, Canasvieiras,300.0,600.0,5.0,4.0,4.0,150.0,1,15000
Apartamento, Estreito,733.0,95.0,1.0,3.0,2.0,31.666666666666668,1,3700
Apartamento, Rio Tavares,0.0,20.0,1.0,1.0,1.0,20.0,1,1700
Casa,Rio Tavares,0.0,90.0,1.0,2.0,2.0,45.0,1,3200
Casa, Campeche,0.0,130.0,3.0,3.0,2.0,43.333333333333336,1,7500
Casa, Rio Tavares,0.0,120.0,4.0,3.0,2.0,40.0,1,5750
Apartamento, Agronômica,987.0,70.0,2.0,2.0,2.0,35.0,1,4900
Apartamento,Carvoeira,394.0,59.0,1.0,1.0,1.0,59.0,1,3700
Apartamento, Trindade,0.0,21.0,1.0,1.0,1.0,21.0,1,2100
Apartamento, Itacorubi,950.0,101.0,2.0,3.0,2.0,33.666666666666664,1,6000
Casa, Lagoa da Conceição,0.0,287.0,3.0,2.0,2.0,143.5,1,10500
Casa, Rio Tavares,0.0,55.0,1.0,1.0,2.0,55.0,1,3200
Apartamento, Saco Grande,695.0,88.0,2.0,2.0,1.0,44.0,1,3650
Casa, Coloninha,0.0,150.0,2.0,3.0,1.0,50.0,1,2700
Apartamento,Itacorubi,875.0,101.0,2.0,3.0,2.0,33.666666666666664,1,7200
Casa, Cacupé,1200.0,388.0,4.0,4.0,7.0,97.0,1,18890
Apartamento,Centro,685.0,68.0,1.0,1.0,1.0,68.0,1,8447
Apartamento,Centro,1165.0,198.0,2.0,3.0,1.0,66.0,1,4000
Casa, São João do Rio Vermelho,0.0,50.0,1.0,2.0,1.0,25.0,1,1800
Casa, Campeche,0.0,250.0,3.0,3.0,2.0,83.33333333333333,1,8500
Apartamento, Centro,495.0,41.0,1.0,1.0,1.0,41.0,1,5200
Apartamento, Centro,800.0,82.0,2.0,3.0,1.0,27.33333333333333,1,3097
