tipo,bairro,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,area_por_quarto,tem_vaga,valor
Casa, Coqueiros,0.0,174.0,2.0,2.0,2.0,87.0,1,6900
Casa,Ingleses do Rio Vermelho,0.0,200.0,2.0,4.0,2.0,50.0,1,1300
Apartamento, Jurerê,800.0,160.0,3.0,4.0,3.0,40.0,1,10500
Casa, Canto,0.0,50.0,2.0,1.0,1.0,50.0,1,4000
Apartamento, Centro,1062.0,108.0,3.0,2.0,2.0,54.0,1,11896
Apartamento, Campeche,1000.0,150.0,3.0,3.0,1.0,50.0,1,7500
Casa, Jurerê Internacional,0.0,612.0,5.0,2.0,6.0,306.0,1,40000
Casa,Cachoeira do Bom Jesus,230.0,166.0,4.0,3.0,2.0,55.333333333333336,1,8350
Apartamento,Carvoeira,100.0,20.0,1.0,1.0,1.0,20.0,1,1790
Apartamento,Itacorubi,470.0,55.0,1.0,2.0,1.0,27.5,1,2100
Apartamento, Monte Verde,700.0,90.0,2.0,2.0,2.0,45.0,1,4500
Apartamento, Joao Paulo,494.0,38.0,1.0,1.0,1.0,38.0,1,3800
Apartamento, Estreito,488.0,61.0,2.0,2.0,1.0,30.5,1,2200
Apartamento, Centro,1560.0,116.0,3.0,4.0,1.0,29.0,1,4500
Casa, Campeche,0.0,151.0,7.0,3.0,2.0,50.333333333333336,1,8000
Apartamento, Itacorubi,900.0,85.0,2.0,2.0,2.0,42.5,1,5500
Apartamento, Trindade,1473.0,250.0,4.0,3.0,2.0,83.33333333333333,1,9000
Casa,Agronômica,0.0,28.0,1.0,1.0,1.0,28.0,1,1300
Kitnet/Conjugado,Trindade,0.0,20.0,1.0,1.0,1.0,20.0,1,1749
Kitnet/Conjugado,Trindade,0.0,20.0,1.0,1.0,1.0,20.0,1,1799
Apartamento, Centro,1208.0,146.0,1.0,3.0,1.0,48.66666666666666,1,5800
Apartamento, Centro,2024.0,96.0,3.0,3.0,1.0,32.0,1,3100
Apartamento,Ingleses do Rio Vermelho,250.0,62.0,1.0,2.0,1.0,31.0,1,2000
Apartamento, Trindade,855.0,147.0,4.0,3.0,2.0,49.0,1,6500
Apartamento,Itacorubi,500.0,60.0,1.0,2.0,1.0,30.0,1,2300
Casa,Campeche,0.0,130.0,2.0,4.0,1.0,32.5,1,7400
Kitnet/Conjugado,Coqueiros,0.0,15.0,1.0,1.0,1.0,15.0,1,1300
Casa,Ingleses do Rio Vermelho,0.0,350.0,4.0,3.0,4.0,116.66666666666669,1,8500
Apartamento,Trindade,500.0,31.0,1.0,1.0,1.0,31.0,1,2750
Casa,Sambaqui,750.0,250.0,2.0,3.0,2.0,83.33333333333333,1,5498
Casa,Jurerê Internacional,0.0,500.0,6.0,4.0,4.0,125.0,1,25000
Apartamento,Ingleses do Rio Vermelho,1470.0,93.0,3.0,2.0,1.0,46.5,1,6800
Apartamento,Agronômica,1650.0,211.0,3.0,3.0,2.0,70.33333333333333,1,12900
Apartamento, Campeche,1002.0,113.0,5.0,3.0,1.0,37.66666666666666,1,7500
Apartamento, Campeche,700.0,30.0,1.0,1.0,1.0,30.0,1,3700
Casa, Jurerê Internacional,0.0,1000.0,8.0,6.0,8.0,166.66666666666666,1,68000
Apartamento, Campeche,950.0,71.0,1.0,1.0,1.0,71.0,1,3700
Casa,Córrego Grande,0.0,320.0,5.0,4.0,4.0,80.0,1,12000
Apartamento, Cacupé,1500.0,172.0,5.0,4.0,2.0,43.0,1,8300
Casa, Centro,0.0,267.0,4.0,5.0,2.0,53.4,1,8600
Casa, Jurerê Internacional,0.0,340.0,7.0,4.0,2.0,85.0,1,20000
Casa, Porto da Lagoa,653.0,303.0,3.0,4.0,2.0,75.75,1,15000
Kitnet/Conjugado,Agronômica,0.0,50.0,1.0,1.0,1.0,50.0,1,3200
Apartamento, Lagoa da Conceição,1780.0,124.0,2.0,3.0,2.0,41.333333333333336,1,4950
Kitnet/Conjugado,Agronômica,0.0,56.0,1.0,1.0,1.0,56.0,1,3200
Apartamento, Centro,1292.0,157.0,4.0,4.0,1.0,39.25,1,5000
Casa, Rio Tavares,0.0,84.0,3.0,3.0,1.0,28.0,1,6000
Apartamento,Carvoeira,479.0,66.0,1.0,2.0,1.0,33.0,1,2200
Apartamento,Trindade,611.0,95.0,1.0,3.0,1.0,31.666666666666668,1,2800
Casa,Lagoa da Conceição,600.0,191.0,4.0,3.0,2.0,63.66666666666666,1,9000
Apartamento,Estreito,560.0,96.0,2.0,3.0,2.0,32.0,1,3700
Apartamento,Coqueiros,400.0,43.0,1.0,1.0,1.0,43.0,1,1600
Apartamento,Córrego Grande,750.0,73.0,2.0,2.0,1.0,36.5,1,3500
Apartamento,Cachoeira do Bom Jesus,445.0,42.0,1.0,1.0,1.0,42.0,1,1400
Casa, Centro,0.0,267.0,4.0,5.0,2.0,53.4,1,8600
Apartamento,Lagoa da Conceição,0.0,86.0,2.0,2.0,1.0,43.0,1,3800
Apartamento, Agronômica,1180.0,131.0,4.0,3.0,2.0,43.66666666666666,1,13000
Casa, Joao Paulo,0.0,213.0,3.0,4.0,2.0,53.25,1,8000
Kitnet/Conjugado, Carvoeira,0.0,23.0,1.0,1.0,1.0,23.0,1,1800
Apartamento,Centro,924.0,68.0,3.0,2.0,1.0,34.0,1,2900
Apartamento,Campeche,2125.0,246.0,4.0,3.0,2.0,82.0,1,8000
Apartamento, Jurerê,960.0,169.0,4.0,4.0,2.0,42.25,1,13500
Casa, Campeche,0.0,160.0,2.0,2.0,1.0,80.0,1,8000
Apartamento, Centro,610.0,43.0,1.0,1.0,1.0,43.0,1,4500
Apartamento, Centro,1329.0,158.0,3.0,3.0,1.0,52.66666666666666,1,6500
Casa, Jurerê Internacional,0.0,800.0,7.0,6.0,4.0,133.33333333333334,1,35000
Apartamento, Jurerê Internacional,1000.0,138.0,4.0,3.0,2.0,46.0,1,12500
Casa,Ingleses do Rio Vermelho,0.0,150.0,4.0,3.0,2.0,50.0,1,5500
Apartamento, Agronômica,1500.0,114.0,2.0,3.0,4.0,38.0,1,6800
Apartamento, Estreito,360.0,70.0,2.0,2.0,1.0,35.0,1,3300
Casa, Campeche,0.0,472.0,3.0,4.0,3.0,118.0,1,9000
Apartamento, Jardim Atlântico,1178.0,87.0,2.0,3.0,1.0,29.0,1,4200
Apartamento, Agronômica,729.0,101.0,1.0,3.0,1.0,33.666666666666664,1,4500
Apartamento,Centro,1150.0,77.0,2.0,2.0,2.0,38.5,1,7813
Apartamento, Lagoa da Conceição,1700.0,127.0,3.0,3.0,2.0,42.333333333333336,1,5500
Apartamento, Trindade,0.0,29.0,1.0,1.0,1.0,29.0,1,2690
Apartamento, Trindade,0.0,29.0,1.0,1.0,1.0,29.0,1,2690
Apartamento, Ingleses do Rio Vermelho,0.0,110.0,3.0,4.0,1.0,27.5,1,6500
Casa, Jurerê Internacional,0.0,500.0,6.0,6.0,4.0,83.33333333333333,1,17000
Kitnet/Conjugado,Trindade,0.0,25.0,1.0,1.0,1.0,25.0,1,900
Apartamento, Agronômica,930.0,129.0,3.0,3.0,2.0,43.0,1,8610
Casa, Jurerê Internacional,0.0,320.0,6.0,5.0,2.0,64.0,1,35000
Casa, Itaguaçu,0.0,380.0,4.0,4.0,2.0,95.0,1,6800
Casa, Centro,0.0,267.0,4.0,5.0,2.0,53.4,1,8600
Casa,Joao Paulo,0.0,212.0,3.0,4.0,2.0,53.0,1,8100
Casa, Campeche,0.0,80.0,1.0,2.0,1.0,40.0,1,4500
Casa, Jurerê Internacional,0.0,800.0,5.0,5.0,2.0,160.0,1,35000
Kitnet/Conjugado,Trindade,0.0,42.0,1.0,1.0,1.0,42.0,1,1500
Apartamento, Porto da Lagoa,0.0,32.0,1.0,1.0,1.0,32.0,1,1700
Casa, Lagoa da Conceição,400.0,180.0,6.0,4.0,2.0,45.0,1,18000
Casa, Santa Mônica,0.0,141.0,3.0,4.0,5.0,35.25,1,7000
Apartamento, Agronômica,1800.0,172.0,4.0,3.0,1.0,57.333333333333336,1,11701
Apartamento, Cachoeira do Bom Jesus,0.0,22.0,1.0,1.0,1.0,22.0,1,2875
Apartamento, Açores,0.0,75.0,1.0,2.0,1.0,37.5,1,2750
Apartamento, Centro,999.0,170.0,2.0,2.0,1.0,85.0,1,7900
Apartamento, Centro,0.0,92.0,2.0,1.0,1.0,92.0,1,1500
Casa, Trindade,90.0,407.0,4.0,3.0,2.0,135.66666666666666,1,8500
Apartamento, Canasvieiras,600.0,100.0,2.0,3.0,2.0,33.333333333333336,1,8500
Apartamento, Joao Paulo,995.0,84.0,1.0,2.0,2.0,42.0,1,4500
Apartamento,Rio Tavares,150.0,65.0,1.0,1.0,1.0,65.0,1,2500
Casa, Pântano do Sul,1.0,141.0,2.0,4.0,2.0,35.25,1,6500
Apartamento, Campeche,479.0,47.0,1.0,1.0,1.0,47.0,1,4000
Casa, Córrego Grande,1.0,800.0,7.0,4.0,1.0,200.0,1,28000
Apartamento, Agronômica,850.0,92.0,4.0,2.0,1.0,46.0,1,9500
Apartamento,Jurerê,850.0,105.0,3.0,3.0,2.0,35.0,1,9000
Casa, Jurerê Internacional,0.0,250.0,6.0,5.0,7.0,50.0,1,27000
Apartamento,Centro,1588.0,140.0,2.0,3.0,1.0,46.66666666666666,1,5900
Apartamento, Jardim Atlântico,1053.0,88.0,3.0,2.0,1.0,44.0,1,3600
Casa, Rio Tavares,0.0,121.0,4.0,1.0,1.0,121.0,1,7000
Casa, Jurerê,1100.0,407.0,5.0,4.0,5.0,101.75,1,21000
Apartamento, Trindade,0.0,29.0,1.0,1.0,1.0,29.0,1,2300
Apartamento, Centro,1449.0,100.0,3.0,2.0,2.0,50.0,1,11680
Casa, Morro das Pedras,600.0,143.0,1.0,3.0,1.0,47.66666666666666,1,11000
Casa, Centro,0.0,160.0,2.0,2.0,1.0,80.0,1,7000
Casa,Jurerê Internacional,0.0,500.0,8.0,5.0,3.0,100.0,1,35000
Casa, Córrego Grande,0.0,800.0,3.0,4.0,4.0,200.0,1,25000
Apartamento, Centro,1976.0,211.0,2.0,3.0,2.0,70.33333333333333,1,7600
Apartamento, Beira Mar,2070.0,220.0,5.0,4.0,5.0,55.0,1,19990
Apartamento, Trindade,0.0,20.0,1.0,1.0,1.0,20.0,1,2150
Casa,Cacupé,1300.0,381.0,5.0,4.0,2.0,95.25,1,18900
Apartamento, Agronômica,1500.0,131.0,4.0,3.0,2.0,43.66666666666666,1,15500
Apartamento, Trindade,0.0,18.0,1.0,1.0,1.0,18.0,1,2100
Apartamento, Campeche,900.0,86.0,3.0,2.0,2.0,43.0,1,7900
Apartamento, Beira Mar,2650.0,191.0,5.0,3.0,3.0,63.66666666666666,1,19000
Apartamento, Campeche,1270.0,196.0,3.0,3.0,3.0,65.33333333333333,1,13600
Apartamento, Centro,1062.0,108.0,3.0,2.0,2.0,54.0,1,10982
Casa, Santo Antônio de Lisboa,0.0,170.0,1.0,2.0,1.0,85.0,1,9900
Apartamento, Agronômica,1764.0,166.0,1.0,3.0,2.0,55.333333333333336,1,11000
Apartamento, Centro,2749.0,262.0,4.0,3.0,2.0,87.33333333333333,1,12500
Casa, Pântano do Sul,0.0,115.0,2.0,4.0,2.0,28.75,1,6500
Casa, Rio Tavares,0.0,120.0,2.0,3.0,1.0,40.0,1,6600
Apartamento, Trindade,450.0,31.0,1.0,1.0,1.0,31.0,1,3900
Apartamento, Canasvieiras,540.0,50.0,2.0,1.0,1.0,50.0,1,3900
Apartamento, Campeche,120.0,98.0,1.0,3.0,1.0,32.666666666666664,1,5200
Apartamento, Centro,1062.0,108.0,3.0,2.0,2.0,54.0,1,10856
Casa, Estreito,0.0,160.0,2.0,2.0,1.0,80.0,1,6400
Apartamento, Centro,1062.0,108.0,3.0,2.0,2.0,54.0,1,10730
Apartamento,Trindade,760.0,60.0,1.0,2.0,1.0,30.0,1,3200
Casa, Jurerê Internacional,0.0,300.0,4.0,5.0,3.0,60.0,1,18000
Apartamento, Campeche,1388.0,60.0,2.0,3.0,1.0,20.0,1,15000
Casa, Balneário,0.0,335.0,4.0,5.0,1.0,67.0,1,12000
Apartamento, Agronômica,890.0,129.0,4.0,3.0,1.0,43.0,1,14900
Apartamento, Campeche,1200.0,74.0,2.0,2.0,1.0,37.0,1,5000
Casa, Carianos,0.0,20.0,1.0,1.0,1.0,20.0,1,1500
Apartamento, Beira Mar,3025.0,316.0,5.0,4.0,3.0,79.0,1,23500
Apartamento, Agronômica,0.0,20.0,1.0,1.0,1.0,20.0,1,2350
Casa, Centro,0.0,267.0,1.0,5.0,2.0,53.4,1,8800
Casa,Lagoa da Conceição,0.0,70.0,2.0,2.0,1.0,35.0,1,4000
Casa, Córrego Grande,0.0,316.0,4.0,5.0,2.0,63.2,1,15000
Casa,Campeche,0.0,90.0,2.0,2.0,2.0,45.0,1,3300
Kitnet/Conjugado, Agronômica,0.0,35.0,1.0,1.0,1.0,35.0,1,1000
Casa,Jurerê Internacional,2376.0,783.0,9.0,7.0,4.0,111.85714285714286,1,44000
Apartamento, Centro,534.0,31.0,1.0,1.0,1.0,31.0,1,1150
Casa, Jurerê Internacional,0.0,400.0,5.0,4.0,1.0,100.0,1,25000
Casa, Campeche,0.0,220.0,1.0,4.0,6.0,55.0,1,7000
Casa,Canto da Lagoa,0.0,70.0,2.0,2.0,2.0,35.0,1,3000
Casa, Lagoa da Conceição,0.0,250.0,8.0,5.0,2.0,50.0,1,20000
Apartamento, Campeche,1500.0,91.0,2.0,3.0,1.0,30.33333333333333,1,7200
Casa, Córrego Grande,0.0,238.0,5.0,5.0,3.0,47.6,1,13000
Casa, Coqueiros,0.0,240.0,4.0,3.0,2.0,80.0,1,8500
Apartamento, Carvoeira,0.0,80.0,2.0,3.0,1.0,26.666666666666668,1,2500
Apartamento, Carvoeira,450.0,32.0,1.0,1.0,1.0,32.0,1,3300
Apartamento, Centro,615.0,62.0,1.0,1.0,1.0,62.0,1,4800
Apartamento,Carvoeira,0.0,15.0,1.0,1.0,1.0,15.0,1,1600
Apartamento, Campeche,950.0,98.0,2.0,3.0,1.0,32.666666666666664,1,5700
Apartamento,Rio Tavares,614.0,70.0,2.0,2.0,1.0,35.0,1,4200
Apartamento,Trindade,480.0,30.0,1.0,1.0,1.0,30.0,1,2450
Apartamento, Estreito,1052.0,123.0,2.0,3.0,2.0,41.0,1,4900
Casa, Armação,0.0,207.0,5.0,1.0,1.0,207.0,1,12000
Casa, Estreito,120.0,258.0,3.0,2.0,3.0,129.0,1,8000
Casa, Centro,0.0,276.0,3.0,2.0,1.0,138.0,1,6000
Casa, Carianos,0.0,100.0,1.0,2.0,1.0,50.0,1,4000
Apartamento, Agronômica,1531.0,163.0,3.0,3.0,2.0,54.333333333333336,1,8000
Apartamento, Centro,300.0,21.0,1.0,1.0,1.0,21.0,1,2000
Casa, Jurerê,0.0,160.0,2.0,3.0,1.0,53.333333333333336,1,8300
Casa,Trindade,0.0,100.0,1.0,3.0,1.0,33.333333333333336,1,3600
Casa, Cachoeira do Bom Jesus,250.0,304.0,4.0,4.0,2.0,76.0,1,12500
Casa, Cachoeira do Bom Jesus,0.0,28.0,1.0,1.0,1.0,28.0,1,2700
Apartamento, Campeche,1626.0,99.0,1.0,2.0,2.0,49.5,1,7000
Casa, Jurerê Internacional,0.0,500.0,7.0,5.0,3.0,100.0,1,40000
Apartamento, Joao Paulo,1400.0,113.0,2.0,3.0,2.0,37.66666666666666,1,6000
Apartamento, Joao Paulo,857.0,80.0,2.0,2.0,1.0,40.0,1,3800
Apartamento, Córrego Grande,730.0,65.0,3.0,2.0,1.0,32.5,1,3300
Apartamento, Agronômica,0.0,20.0,1.0,1.0,1.0,20.0,1,1850
Apartamento, Trindade,350.0,31.0,1.0,1.0,1.0,31.0,1,3000
Apartamento, Itacorubi,1300.0,69.0,2.0,2.0,2.0,34.5,1,3500
Casa,Lagoa da Conceição,0.0,250.0,4.0,3.0,2.0,83.33333333333333,1,18000
Apartamento, Jurerê Internacional,795.0,100.0,2.0,3.0,2.0,33.333333333333336,1,3900
Apartamento, Agronômica,2461.0,237.0,5.0,3.0,3.0,79.0,1,11500
Apartamento, Agronômica,0.0,20.0,1.0,1.0,1.0,20.0,1,2350
Apartamento, Jurerê,0.0,70.0,1.0,1.0,1.0,70.0,1,5000
Apartamento, Centro,1658.0,100.0,3.0,2.0,2.0,50.0,1,10164
Apartamento, Agronômica,0.0,20.0,1.0,1.0,1.0,20.0,1,2350
Apartamento, Beira Mar,3560.0,283.0,4.0,3.0,2.0,94.33333333333331,1,10200
Casa, Jurerê Internacional,0.0,220.0,5.0,3.0,2.0,73.33333333333333,1,12000
Casa, Carvoeira,0.0,50.0,1.0,1.0,1.0,50.0,1,5000
Apartamento, Campeche,479.0,48.0,1.0,1.0,1.0,48.0,1,4000
Casa,Cachoeira do Bom Jesus,640.0,346.0,3.0,4.0,2.0,86.5,1,12000
Apartamento,Centro,1892.0,160.0,4.0,3.0,1.0,53.333333333333336,1,7600
Casa, Balneário,0.0,330.0,2.0,5.0,2.0,66.0,1,13950
Casa, Cacupé,1300.0,388.0,4.0,4.0,1.0,97.0,1,18900
Apartamento,Parque São Jorge,200.0,75.0,2.0,2.0,1.0,37.5,1,5200
Apartamento, Joao Paulo,1830.0,231.0,5.0,3.0,4.0,77.0,1,8000
Apartamento, Jurerê Internacional,300.0,218.0,4.0,4.0,4.0,54.5,1,20000
Casa, Campeche,0.0,65.0,1.0,2.0,1.0,32.5,1,3850
Casa, Rio Tavares,0.0,189.0,2.0,4.0,1.0,47.25,1,6600
Apartamento, Campeche,1570.0,166.0,3.0,3.0,2.0,55.333333333333336,1,15000
Apartamento, Ingleses do Rio Vermelho,0.0,125.0,3.0,5.0,1.0,25.0,1,6700
Casa, Agronômica,0.0,262.0,2.0,4.0,4.0,65.5,1,7000
Apartamento, Agronômica,1356.0,170.0,3.0,3.0,2.0,56.66666666666666,1,15000
Apartamento, Agronômica,1000.0,101.0,3.0,2.0,1.0,50.5,1,10000
Casa, Carianos,0.0,100.0,1.0,2.0,1.0,50.0,1,4000
Apartamento, Campeche,1577.0,95.0,1.0,2.0,1.0,47.5,1,7000
Apartamento, Centro,1700.0,157.0,4.0,3.0,2.0,52.333333333333336,1,7500
Casa, Carianos,0.0,100.0,1.0,2.0,1.0,50.0,1,4000
Casa, Joao Paulo,0.0,240.0,2.0,3.0,2.0,80.0,1,8500
Casa, Cachoeira do Bom Jesus,500.0,387.0,4.0,4.0,4.0,96.75,1,15000
Casa, Campeche,0.0,68.0,1.0,2.0,1.0,34.0,1,3850
Apartamento, Jardim Atlântico,899.0,72.0,2.0,2.0,1.0,36.0,1,5700
Casa, Campeche,0.0,65.0,1.0,2.0,1.0,32.5,1,3850
Apartamento, Centro,1113.0,69.0,3.0,2.0,2.0,34.5,1,6641
Apartamento, Campeche,2000.0,262.0,3.0,2.0,2.0,131.0,1,16000
Casa, Jurerê Internacional,0.0,340.0,5.0,4.0,4.0,85.0,1,20000
Casa, Campeche,0.0,150.0,2.0,2.0,3.0,75.0,1,15000
Apartamento, Pântano do Sul,0.0,35.0,1.0,2.0,1.0,17.5,1,1700
Casa, Jurerê Internacional,0.0,400.0,7.0,6.0,2.0,66.66666666666667,1,30000
Casa, Trindade,0.0,234.0,3.0,2.0,5.0,117.0,1,8000
Apartamento, Itacorubi,1069.0,176.0,3.0,3.0,1.0,58.66666666666666,1,9000
Apartamento, Carvoeira,564.0,50.0,2.0,1.0,1.0,50.0,1,5200
Apartamento,Barra da Lagoa,0.0,70.0,1.0,2.0,1.0,35.0,1,2800
Casa,Santa Mônica,0.0,220.0,3.0,4.0,2.0,55.0,1,13000
Apartamento, Abraão,950.0,90.0,2.0,3.0,1.0,30.0,1,2700
Casa, Estreito,0.0,170.0,3.0,4.0,3.0,42.5,1,8300
Apartamento, Centro,1110.0,74.0,2.0,1.0,1.0,74.0,1,7001
Apartamento, Lagoa da Conceição,2000.0,160.0,3.0,3.0,2.0,53.333333333333336,1,7400
Apartamento, Itacorubi,550.0,73.0,1.0,3.0,1.0,24.33333333333333,1,3550
Apartamento,Lagoa da Conceição,0.0,50.0,1.0,2.0,1.0,25.0,1,2350
Casa, Jurerê Internacional,0.0,600.0,7.0,6.0,1.0,100.0,1,35000
Casa, Campeche,0.0,75.0,1.0,2.0,1.0,37.5,1,5000
Apartamento, Jurerê Internacional,2000.0,149.0,5.0,3.0,2.0,49.66666666666666,1,25000
Casa, Canto,0.0,273.0,3.0,5.0,3.0,54.6,1,9500
Apartamento, Capoeiras,250.0,20.0,1.0,1.0,1.0,20.0,1,1490
Apartamento, Lagoa da Conceição,1780.0,124.0,2.0,3.0,2.0,41.333333333333336,1,4500
Casa, Córrego Grande,1700.0,400.0,5.0,5.0,4.0,80.0,1,17000
Apartamento, Canasvieiras,1575.0,75.0,2.0,2.0,1.0,37.5,1,3500
Casa, Carianos,0.0,200.0,1.0,3.0,3.0,66.66666666666667,1,4600
Apartamento, Carvoeira,564.0,50.0,2.0,1.0,1.0,50.0,1,5200
Kitnet/Conjugado,Carvoeira,0.0,60.0,2.0,1.0,1.0,60.0,1,3200
Casa, Joao Paulo,0.0,350.0,3.0,3.0,2.0,116.66666666666669,1,9000
Casa, Balneário,0.0,330.0,4.0,5.0,5.0,66.0,1,14000
Apartamento, Campeche,850.0,110.0,2.0,3.0,2.0,36.66666666666666,1,9000
Casa, Campeche,600.0,281.0,5.0,4.0,3.0,70.25,1,18000
Casa, Balneário,0.0,335.0,5.0,5.0,5.0,67.0,1,15000
Apartamento,Centro,1300.0,145.0,3.0,3.0,2.0,48.333333333333336,1,7500
Casa, Jurerê Internacional,0.0,315.0,9.0,4.0,3.0,78.75,1,18000
Casa, Coqueiros,350.0,374.0,5.0,3.0,4.0,124.66666666666669,1,12000
Casa, Agronômica,0.0,415.0,5.0,2.0,2.0,207.5,1,19000
Casa, Centro,0.0,327.0,4.0,2.0,2.0,163.5,1,10000
Casa,Centro,0.0,267.0,4.0,5.0,2.0,53.4,1,12000
Apartamento,Centro,2000.0,151.0,2.0,3.0,1.0,50.333333333333336,1,6100
Casa, Rio Tavares,0.0,95.0,1.0,1.0,1.0,95.0,1,3380
Apartamento, Campeche,1514.0,204.0,3.0,3.0,2.0,68.0,1,15000
Casa, Agronômica,0.0,250.0,5.0,3.0,6.0,83.33333333333333,1,16500
Apartamento, Agronômica,2900.0,290.0,4.0,3.0,3.0,96.66666666666669,1,18000
Casa, Jurerê Internacional,0.0,750.0,8.0,6.0,4.0,125.0,1,28000
Casa, Centro,0.0,364.0,5.0,5.0,3.0,72.8,1,9000
Casa, Campeche,0.0,320.0,4.0,3.0,4.0,106.66666666666669,1,15000
Casa,Campeche,0.0,150.0,3.0,2.0,3.0,75.0,1,15000
Apartamento, Abraão,899.0,130.0,3.0,3.0,1.0,43.333333333333336,1,4500
Casa, Saco Grande,789.0,248.0,4.0,4.0,4.0,62.0,1,18900
Apartamento, Centro,650.0,40.0,2.0,1.0,1.0,40.0,1,5400
Apartamento,Jurerê Internacional,0.0,80.0,2.0,3.0,1.0,26.666666666666668,1,7000
Casa,Jurerê Internacional,0.0,450.0,5.0,4.0,4.0,112.5,1,11500
Casa,Córrego Grande,2000.0,389.0,5.0,4.0,4.0,97.25,1,15000
Casa, Agronômica,0.0,262.0,2.0,4.0,4.0,65.5,1,7000
Apartamento, Centro,1760.0,195.0,3.0,3.0,1.0,65.0,1,9500
Casa, Lagoa da Conceição,0.0,660.0,3.0,5.0,1.0,132.0,1,54000
Casa, Jurerê Internacional,0.0,500.0,6.0,5.0,1.0,100.0,1,42000
Apartamento, Centro,1320.0,173.0,4.0,4.0,2.0,43.25,1,6500
Casa, Joao Paulo,0.0,694.0,7.0,5.0,5.0,138.8,1,15000
Apartamento, Jurerê Internacional,1200.0,103.0,4.0,3.0,2.0,34.333333333333336,1,10000
Apartamento, Agronômica,3017.0,267.0,2.0,3.0,3.0,89.0,1,12000
Casa, Vargem do Bom Jesus,0.0,290.0,4.0,3.0,2.0,96.66666666666669,1,10000
Casa,Jurerê Internacional,0.0,550.0,7.0,5.0,4.0,110.0,1,40000
Casa, Agronômica,0.0,292.0,5.0,2.0,1.0,146.0,1,21000
Apartamento, Jurerê Internacional,900.0,147.0,3.0,2.0,2.0,73.5,1,16000
Apartamento, Centro,1088.0,108.0,3.0,2.0,2.0,54.0,1,12157
Casa, Centro,0.0,772.0,6.0,1.0,1.0,772.0,1,60000
Casa, Balneário,0.0,335.0,5.0,5.0,5.0,67.0,1,15000
Casa,Jurerê Internacional,0.0,221.0,5.0,5.0,2.0,44.2,1,18000
Casa, Jurerê Internacional,0.0,1000.0,7.0,5.0,5.0,200.0,1,50000
Casa, Jurerê Internacional,0.0,400.0,6.0,4.0,3.0,100.0,1,35000
Apartamento, Centro,3500.0,251.0,5.0,3.0,4.0,83.66666666666667,1,17000
Casa,Campeche,0.0,305.0,4.0,5.0,4.0,61.0,1,14500
Apartamento,Jurerê Internacional,2500.0,110.0,2.0,3.0,2.0,36.66666666666666,1,18000
Apartamento, Parque São Jorge,1100.0,111.0,2.0,3.0,2.0,37.0,1,9500
Casa, Córrego Grande,1.0,320.0,3.0,4.0,2.0,80.0,1,12000
Apartamento, Centro,360.0,24.0,1.0,1.0,1.0,24.0,1,5006
Apartamento, Campeche,2300.0,153.0,5.0,4.0,2.0,38.25,1,13500
Apartamento, Agronômica,2159.0,171.0,3.0,3.0,3.0,57.0,1,8500
Casa, Jurerê Internacional,0.0,900.0,1.0,8.0,1.0,112.5,1,40000
Casa, Rio Tavares,0.0,250.0,3.0,3.0,2.0,83.33333333333333,1,8500
Apartamento, Itacorubi,750.0,96.0,5.0,3.0,2.0,32.0,1,5600
Casa, Jurerê Internacional,0.0,500.0,6.0,5.0,4.0,100.0,1,45000
Apartamento, Joao Paulo,1100.0,75.0,2.0,2.0,1.0,37.5,1,5300
Casa, Trindade,0.0,250.0,4.0,6.0,2.0,41.66666666666666,1,8500
Kitnet/Conjugado, Trindade,0.0,28.0,1.0,1.0,1.0,28.0,1,1950
Casa, Campeche,0.0,145.0,2.0,3.0,1.0,48.333333333333336,1,6000
Casa, Jurerê Internacional,0.0,700.0,7.0,7.0,1.0,100.0,1,40000
Apartamento, Centro,675.0,42.0,1.0,1.0,1.0,42.0,1,4400
Apartamento, Centro,1545.0,167.0,4.0,3.0,2.0,55.66666666666666,1,20695
Casa, Santo Antônio de Lisboa,0.0,107.0,4.0,3.0,2.0,35.666666666666664,1,8000
Apartamento, Jurerê Internacional,3000.0,150.0,4.0,3.0,2.0,50.0,1,21000
Apartamento, Centro,1450.0,205.0,3.0,3.0,5.0,68.33333333333333,1,15800
Apartamento,Campeche,1100.0,98.0,2.0,3.0,1.0,32.666666666666664,1,5200
Casa, Centro,0.0,267.0,4.0,4.0,3.0,66.75,1,9000
Apartamento, Balneário,824.0,148.0,2.0,2.0,1.0,74.0,1,10900
Apartamento, Beira Mar,2500.0,250.0,4.0,4.0,2.0,62.5,1,9500
Apartamento, Centro,0.0,45.0,1.0,1.0,1.0,45.0,1,3900
Casa,Praia Mole,250.0,224.0,1.0,1.0,1.0,224.0,1,11499
Apartamento, Centro,360.0,24.0,1.0,1.0,1.0,24.0,1,5006
Apartamento, Centro,3870.0,324.0,5.0,4.0,1.0,81.0,1,15000
Apartamento, Ingleses do Rio Vermelho,860.0,120.0,1.0,3.0,1.0,40.0,1,9900
Casa, Joao Paulo,0.0,196.0,2.0,2.0,3.0,98.0,1,8990
Apartamento, Centro,1300.0,112.0,4.0,3.0,1.0,37.333333333333336,1,7500
Apartamento, Centro,360.0,24.0,1.0,1.0,1.0,24.0,1,5006
Casa,Jurerê,0.0,260.0,6.0,5.0,4.0,52.0,1,25000
