,data,fonte,id,descricao,tipo,endereco,rua,numero,bairro,cidade,valor,periodicidade,condominio,area,qtd_banheiros,qtd_quartos,qtd_vagas,url,amenities,categoria,valor_total,valor_m2,valor_condo_m2
54,2023-12-05 00:35:49.929002,Vivareal,2659736731,"Apartamento com 2 Quartos para Aluguel, 82m²",Apartamento,"Rodovia Baldicero Filomeno, 4465 - Ribeirão da Ilha, Florianópolis - SC",Rodovia Baldicero Filomeno,4465.0, Ribeirão da Ilha,florianopolis,4000,Mês,350.0,82.0,3.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-ribeirao-da-ilha-bairros-florianopolis-com-garagem-82m2-aluguel-RS4000-id-2659736731/,Garagem,Residencial,4350.0,48.78048780487805,4.2682926829268295
55,2023-12-05 00:35:49.930300,Vivareal,2638645779,"Sala/Conjunto    para Aluguel, 40m²",Sala/Conjunto,"Rodovia Armando Calil Bulos, 5188 - Ingleses do Rio Vermelho, Florianópolis - SC",Rodovia Armando Calil Bulos,5188.0, Ingleses do Rio Vermelho,florianopolis,2600,Mês,0.0,40.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-ingleses-do-rio-vermelho-bairros-florianopolis-40m2-aluguel-RS2600-id-2638645779/,Ar-condicionado,Residencial,2600.0,65.0,0.0
56,2023-12-05 00:35:49.931527,Vivareal,2634623304,"Ponto comercial/Loja/Box    para Aluguel, 90m²",Ponto,"Avenida Madre Benvenuta - Santa Mônica, Florianópolis - SC",Avenida Madre Benvenuta ,, Santa Mônica,florianopolis,7600,Mês,0.0,90.0,1.0,,1.0,https://vivareal.com.br/imovel/ponto-comercial-santa-monica-bairros-florianopolis-com-garagem-90m2-aluguel-RS7600-id-2634623304/,,Comercial,7600.0,84.44444444444444,0.0
57,2023-12-05 00:35:49.932684,Vivareal,2554411614,"Sala/Conjunto    para Aluguel, 40m²",Sala/Conjunto,"Avenida Rio Branco - Centro, Florianópolis - SC",Avenida Rio Branco ,, Centro,florianopolis,975,Mês,0.0,40.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-40m2-aluguel-RS975-id-2554411614/,Elevador,Residencial,975.0,24.375,0.0
58,2023-12-05 00:35:49.933887,Vivareal,2609513986,"Sala/Conjunto    para Aluguel, 41m²",Sala/Conjunto,"Avenida Hercílio Luz, 639 - Centro, Florianópolis - SC",Avenida Hercílio Luz,639.0, Centro,florianopolis,1300,Mês,0.0,41.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-41m2-aluguel-RS1300-id-2609513986/,,Residencial,1300.0,31.70731707317073,0.0
59,2023-12-05 00:35:49.935100,Vivareal,2661320985,"Apartamento com 2 Quartos para Aluguel, 91m²",Apartamento,"Avenida Campeche, 555 - Campeche, Florianópolis - SC",Avenida Campeche,555.0, Campeche,florianopolis,5800,Mês,600.0,91.0,2.0,2.0,2.0,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-91m2-aluguel-RS5800-id-2661320985/,Churrasqueira; Academia; Área de serviço; Playground; Salão de festas; ...,Residencial,6400.0,63.73626373626374,6.593406593406593
60,2023-12-05 00:35:49.936316,Vivareal,2666469806,"Cobertura com 3 Quartos para Aluguel, 429m²",Cobertura,"Rua Doutor João de Oliveira - Canasvieiras, Florianópolis - SC",Rua Doutor João de Oliveira ,, Canasvieiras,florianopolis,5500,Mês,830.0,429.0,5.0,3.0,2.0,https://vivareal.com.br/imovel/cobertura-3-quartos-canasvieiras-bairros-florianopolis-com-garagem-429m2-aluguel-RS5500-id-2666469806/,Piscina; Mobiliado; Churrasqueira; Varanda; Academia; ...,Residencial,6330.0,12.820512820512821,1.9347319347319347
61,2023-12-05 00:35:49.937560,Vivareal,2554411993,"Sala/Conjunto    para Aluguel, 900m²",Sala/Conjunto,"Rua Lauro Linhares - Trindade, Florianópolis - SC",Rua Lauro Linhares ,, Trindade,florianopolis,26000,Mês,0.0,900.0,5.0,,5.0,https://vivareal.com.br/imovel/sala-comercial-trindade-bairros-florianopolis-com-garagem-900m2-aluguel-RS26000-id-2554411993/,Elevador; Jardim,Residencial,26000.0,28.88888888888889,0.0
62,2023-12-05 00:35:49.938788,Vivareal,2656744775,"Casa com 2 Quartos para Aluguel, 80m²",Casa,"Rua dos Gêmeos - Saco dos Limões, Florianópolis - SC",Rua dos Gêmeos ,, Saco dos Limões,florianopolis,3200,Mês,0.0,80.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/casa-2-quartos-saco-dos-limoes-bairros-florianopolis-com-garagem-80m2-aluguel-RS3200-id-2656744775/,Garagem; Piscina; Varanda gourmet; Aceita animais,Residencial,3200.0,40.0,0.0
63,2023-12-05 00:35:49.939959,Vivareal,2581282982,"Sala/Conjunto    para Aluguel, 34m²",Sala/Conjunto,"Rua Elesbão Pinto da Luz, 85 - Jardim Atlântico, Florianópolis - SC",Rua Elesbão Pinto da Luz,85.0, Jardim Atlântico,florianopolis,1190,Mês,0.0,34.0,1.0,,,https://vivareal.com.br/imovel/sala-comercial-jardim-atlantico-bairros-florianopolis-34m2-aluguel-RS1190-id-2581282982/,Elevador; Interfone,Residencial,1190.0,35.0,0.0
64,2023-12-05 00:35:49.941127,Vivareal,2652143453,"Sala/Conjunto    para Aluguel, 54m²",Sala/Conjunto,"Avenida Professor Othon Gama D'Eça, 677 - Centro, Florianópolis - SC",Avenida Professor Othon Gama D'Eça,677.0, Centro,florianopolis,3500,Mês,0.0,54.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-54m2-aluguel-RS3500-id-2652143453/,,Residencial,3500.0,64.81481481481481,0.0
65,2023-12-05 00:35:49.942317,Vivareal,2664750502,"Sala/Conjunto    para Aluguel, 110m²",Sala/Conjunto,"Centro, Florianópolis - SC",,,Centro,florianopolis,5200,Mês,0.0,110.0,,,4.0,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-110m2-aluguel-RS5200-id-2664750502/,,Residencial,5200.0,47.27272727272727,0.0
66,2023-12-05 00:35:49.943361,Vivareal,2665942997,"Ponto comercial/Loja/Box    para Aluguel, 46m²",Ponto,"Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,3000,Mês,0.0,46.0,1.0,,1.0,https://vivareal.com.br/imovel/ponto-comercial-joao-paulo-bairros-florianopolis-com-garagem-46m2-aluguel-RS3000-id-2665942997/,Garagem,Comercial,3000.0,65.21739130434783,0.0
67,2023-12-05 00:35:49.944573,Vivareal,2664540668,"Sala/Conjunto    para Aluguel, 30m²",Sala/Conjunto,"Agronômica, Florianópolis - SC",,,Agronômica,florianopolis,1500,Mês,0.0,30.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-agronomica-bairros-florianopolis-com-garagem-30m2-aluguel-RS1500-id-2664540668/,,Residencial,1500.0,50.0,0.0
68,2023-12-05 00:35:49.946362,Vivareal,2646871002,"Apartamento com 2 Quartos para Aluguel, 70m²",Apartamento,"Rua Otávio Cruz - Campeche, Florianópolis - SC",Rua Otávio Cruz ,, Campeche,florianopolis,4650,Mês,650.0,70.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-70m2-aluguel-RS4650-id-2646871002/,Aceita animais; Ar-condicionado; Cozinha americana,Residencial,5300.0,66.42857142857143,9.285714285714286
69,2023-12-05 00:35:49.947676,Vivareal,2662195465,"Cobertura com 4 Quartos para Aluguel, 95m²",Cobertura,"Rua Antenor Borges, 888 - Canasvieiras, Florianópolis - SC",Rua Antenor Borges,888.0, Canasvieiras,florianopolis,1300,Dia,0.0,95.0,1.0,4.0,1.0,https://vivareal.com.br/imovel/cobertura-4-quartos-canasvieiras-bairros-florianopolis-com-garagem-95m2-aluguel-RS1300-id-2662195465/,Condomínio fechado,Residencial,1300.0,13.68421052631579,0.0
70,2023-12-05 00:35:54.582764,Vivareal,2527175766,Casa com 4 Quartos para Venda/Aluguel 350m²,Casa,"Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,18000,Mês,0.0,350.0,5.0,4.0,3.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-350m2-venda-RS3990000-id-2527175766/,Mobiliado; Varanda gourmet; Ar-condicionado; Aceita animais,Residencial,18000.0,51.42857142857143,0.0
71,2023-12-05 00:35:54.584463,Vivareal,2660323554,"Apartamento com 2 Quartos para Aluguel, 70m²",Apartamento,"Praça Quinze de Novembro - Centro, Florianópolis - SC",Praça Quinze de Novembro ,, Centro,florianopolis,3200,Mês,600.0,70.0,3.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-florianopolis-com-garagem-70m2-aluguel-RS3200-id-2660323554/,Garagem; Varanda gourmet; Aceita animais,Residencial,3800.0,45.714285714285715,8.571428571428571
72,2023-12-05 00:35:54.585699,Vivareal,2664109551,"Apartamento com  Quarto para Aluguel, 20m²",Apartamento,"Rua Maria Eduarda - Pantanal, Florianópolis - SC",Rua Maria Eduarda ,, Pantanal,florianopolis,1450,Mês,70.0,20.0,1.0,1.0,,https://vivareal.com.br/imovel/kitnet-1-quartos-pantanal-bairros-florianopolis-20m2-aluguel-RS1450-id-2664109551/,Lavanderia; Condomínio fechado; Mobiliado,Residencial,1520.0,72.5,3.5
73,2023-12-05 00:35:54.586920,Vivareal,2663481126,"Apartamento com  Quarto para Aluguel, 58m²",Apartamento,"Rua Professora Áurea Cruz - Capoeiras, Florianópolis - SC",Rua Professora Áurea Cruz ,, Capoeiras,florianopolis,1746,Mês,450.0,58.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-capoeiras-bairros-florianopolis-com-garagem-58m2-aluguel-RS1746-id-2663481126/,Aceita animais; Espaço gourmet; Garagem; Playground; Varanda gourmet; ...,Residencial,2196.0,30.103448275862068,7.758620689655173
74,2023-12-05 00:35:54.588142,Vivareal,2659780344,"Cobertura com 3 Quartos para Aluguel, 102m²",Cobertura,"Avenida das Raias, 772 - Jurerê Internacional, Florianópolis - SC",Avenida das Raias,772.0, Jurerê Internacional,florianopolis,1800,Dia,0.0,102.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/cobertura-3-quartos-jurere-internacional-bairros-florianopolis-com-garagem-102m2-aluguel-RS1800-id-2659780344/,Churrasqueira; Elevador; Varanda; Aceita animais; Ar-condicionado; ...,Residencial,1800.0,17.647058823529413,0.0
75,2023-12-05 00:35:54.589350,Vivareal,2640003408,"Apartamento com 3 Quartos para Aluguel, 140m²",Apartamento,"Rua Padre Roma, 385 - Centro, Florianópolis - SC",Rua Padre Roma,385.0, Centro,florianopolis,3400,Mês,400.0,140.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-140m2-aluguel-RS3400-id-2640003408/,,Residencial,3800.0,24.285714285714285,2.857142857142857
76,2023-12-05 00:35:54.590543,Vivareal,2657446801,Apartamento com  Quarto para Venda/Aluguel 69m²,Apartamento,"Canasvieiras, Florianópolis - SC",,,Canasvieiras,florianopolis,5500,Mês,1200.0,69.0,1.0,1.0,1.0,https://vivareal.com.br/imovel/apartamento-1-quartos-canasvieiras-bairros-florianopolis-com-garagem-69m2-venda-RS1150000-id-2657446801/,Piscina; Mobiliado; Churrasqueira; Condomínio fechado; Varanda; ...,Residencial,6700.0,79.71014492753623,17.391304347826086
77,2023-12-05 00:35:54.591775,Vivareal,2661993489,"Ponto comercial/Loja/Box    para Aluguel, 19m²",Ponto,"Rua Tenente Silveira, 713 - Centro, Florianópolis - SC",Rua Tenente Silveira,713.0, Centro,florianopolis,2700,Mês,0.0,19.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-centro-bairros-florianopolis-19m2-aluguel-RS2700-id-2661993489/,,Comercial,2700.0,142.10526315789474,0.0
78,2023-12-05 00:35:54.592975,Vivareal,2643949454,"Casa com 5 Quartos para Aluguel, 450m²",Casa,"Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,5500,Dia,0.0,450.0,6.0,5.0,2.0,https://vivareal.com.br/imovel/casa-5-quartos-jurere-internacional-bairros-florianopolis-com-garagem-450m2-aluguel-RS5500-id-2643949454/,Aceita animais; Ar-condicionado; Closet; Cozinha americana,Residencial,5500.0,12.222222222222221,0.0
79,2023-12-05 00:35:54.594209,Vivareal,2647043627,"Sala/Conjunto    para Aluguel, 50m²",Sala/Conjunto,"Itacorubi, Florianópolis - SC",,,Itacorubi,florianopolis,2750,Mês,0.0,50.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-itacorubi-bairros-florianopolis-com-garagem-50m2-aluguel-RS2750-id-2647043627/,,Residencial,2750.0,55.0,0.0
80,2023-12-05 00:35:54.595550,Vivareal,2667503132,"Apartamento com  Quarto para Aluguel, 62m²",Apartamento,"Rua Gentil Leandro dos Santos - Saco dos Limões, Florianópolis - SC",Rua Gentil Leandro dos Santos ,, Saco dos Limões,florianopolis,2800,Mês,0.0,62.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-saco-dos-limoes-bairros-florianopolis-62m2-aluguel-RS2800-id-2667503132/,Lavanderia,Residencial,2800.0,45.16129032258065,0.0
81,2023-12-05 00:35:54.596879,Vivareal,2667504713,"Apartamento com 3 Quartos para Aluguel, 82m²",Apartamento,"Rodovia João Paulo - Joao Paulo, Florianópolis - SC",Rodovia João Paulo ,, Joao Paulo,florianopolis,3500,Mês,1000.0,82.0,2.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-joao-paulo-bairros-florianopolis-com-garagem-82m2-aluguel-RS3500-id-2667504713/,Piscina; Mobiliado; Churrasqueira; Aceita animais; Espaço gourmet; ...,Residencial,4500.0,42.68292682926829,12.195121951219512
82,2023-12-05 00:35:54.598121,Vivareal,2667501417,"Apartamento com 2 Quartos para Aluguel, 85m²",Apartamento,"Servidão Vicentina Custódia dos Santos - Ingleses do Rio Vermelho, Florianópolis - SC",Servidão Vicentina Custódia dos Santos ,, Ingleses do Rio Vermelho,florianopolis,2550,Mês,50.0,85.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-ingleses-do-rio-vermelho-bairros-florianopolis-com-garagem-85m2-aluguel-RS2550-id-2667501417/,Mobiliado; Churrasqueira; Aceita animais; Garagem; Ar-condicionado; ...,Residencial,2600.0,30.0,0.5882352941176471
83,2023-12-05 00:35:54.599331,Vivareal,2667501271,"Apartamento com 3 Quartos para Aluguel, 110m²",Apartamento,"Rua Antônio Eleutério Vieira - Agronômica, Florianópolis - SC",Rua Antônio Eleutério Vieira ,, Agronômica,florianopolis,3950,Mês,675.0,110.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-agronomica-bairros-florianopolis-com-garagem-110m2-aluguel-RS3950-id-2667501271/,Garagem; Mobiliado; Piscina; Varanda gourmet; Aceita animais,Residencial,4625.0,35.90909090909091,6.136363636363637
84,2023-12-05 00:35:54.600549,Vivareal,2661990433,"Apartamento com 3 Quartos para Aluguel, 114m²",Apartamento,"Jurerê, Florianópolis - SC",,,Jurerê,florianopolis,2900,Dia,1143.0,114.0,3.0,3.0,2.0,https://vivareal.com.br/imovel/apartamento-3-quartos-jurere-bairros-florianopolis-com-garagem-114m2-aluguel-RS2900-id-2661990433/,Piscina; Mobiliado; Churrasqueira; Varanda; Ar-condicionado; ...,Residencial,4043.0,25.43859649122807,10.026315789473685
85,2023-12-05 00:35:54.601788,Vivareal,2666237702,"Sala/Conjunto    para Aluguel, 47m²",Sala/Conjunto,"Joao Paulo, Florianópolis - SC",,,Joao Paulo,florianopolis,2794,Mês,0.0,47.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-joao-paulo-bairros-florianopolis-com-garagem-47m2-aluguel-RS2794-id-2666237702/,Escritório; Garagem,Residencial,2794.0,59.4468085106383,0.0
86,2023-12-05 00:35:54.603017,Vivareal,2665983948,"Apartamento com  Quarto para Aluguel, 40m²",Apartamento,"Rua Felipe Schmidt, 735 - Centro, Florianópolis - SC",Rua Felipe Schmidt,735.0, Centro,florianopolis,1350,Mês,745.0,40.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-40m2-aluguel-RS1350-id-2665983948/,Elevador; Interfone; Área de serviço,Residencial,2095.0,33.75,18.625
87,2023-12-05 00:35:54.604222,Vivareal,2650392273,"Apartamento com  Quarto para Aluguel, 46m²",Apartamento,"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",Rua João Pio Duarte Silva ,, Córrego Grande,florianopolis,3600,Mês,664.0,46.0,1.0,1.0,2.0,https://vivareal.com.br/imovel/apartamento-1-quartos-corrego-grande-bairros-florianopolis-com-garagem-46m2-aluguel-RS3600-id-2650392273/,Elevador; Salão de festas; Armário na cozinha,Residencial,4264.0,78.26086956521739,14.434782608695652
88,2023-12-05 00:35:54.605390,Vivareal,2666192504,"Apartamento com 3 Quartos para Aluguel, 100m²",Apartamento,"Rodovia Admar Gonzaga, 725 - Itacorubi, Florianópolis - SC",Rodovia Admar Gonzaga,725.0, Itacorubi,florianopolis,5750,Mês,1600.0,100.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-itacorubi-bairros-florianopolis-com-garagem-100m2-aluguel-RS5750-id-2666192504/,Piscina; Mobiliado; Churrasqueira; Elevador; Academia; ...,Residencial,7350.0,57.5,16.0
89,2023-12-05 00:35:54.606568,Vivareal,2657449888,"Casa com 4 Quartos para Aluguel, 440m²",Casa,"Jurerê Internacional, Florianópolis - SC",,,Jurerê Internacional,florianopolis,8000,Dia,0.0,440.0,6.0,4.0,4.0,https://vivareal.com.br/imovel/casa-4-quartos-jurere-internacional-bairros-florianopolis-com-garagem-440m2-aluguel-RS8000-id-2657449888/,Piscina; Mobiliado; Churrasqueira; Varanda; Ar-condicionado; ...,Residencial,8000.0,18.181818181818183,0.0
90,2023-12-05 00:35:54.607801,Vivareal,2666188408,"Apartamento com 2 Quartos para Aluguel, 55m²",Apartamento,"Servidão Caminho das Gralhas, 01 - Campeche, Florianópolis - SC",Servidão Caminho das Gralhas,1.0, Campeche,florianopolis,2350,Mês,0.0,55.0,1.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-campeche-bairros-florianopolis-com-garagem-55m2-aluguel-RS2350-id-2666188408/,Condomínio fechado,Residencial,2350.0,42.72727272727273,0.0
91,2023-12-05 00:35:54.608938,Vivareal,2534387427,"Ponto comercial/Loja/Box    para Aluguel, 12m²",Ponto,"Rua Patrício Farias, 55 - Itacorubi, Florianópolis - SC",Rua Patrício Farias,55.0, Itacorubi,florianopolis,150,Mês,0.0,12.0,,,,https://vivareal.com.br/imovel/ponto-comercial-itacorubi-bairros-florianopolis-12m2-aluguel-RS150-id-2534387427/,Elevador; Interfone,Comercial,150.0,12.5,0.0
92,2023-12-05 00:35:54.610154,Vivareal,2656680526,"Apartamento com 3 Quartos para Aluguel, 85m²",Apartamento,"Rua Lauro Linhares, 1288 - Trindade, Florianópolis - SC",Rua Lauro Linhares,1288.0, Trindade,florianopolis,3500,Mês,640.0,85.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-trindade-bairros-florianopolis-com-garagem-85m2-aluguel-RS3500-id-2656680526/,Elevador; Academia; Área de serviço; Playground; Quadra poliesportiva; ...,Residencial,4140.0,41.1764705882353,7.529411764705882
93,2023-12-05 00:35:54.611324,Vivareal,2658006505,"Apartamento com 3 Quartos para Aluguel, 95m²",Apartamento,"Rua Padre Roma, 385 - Centro, Florianópolis - SC",Rua Padre Roma,385.0, Centro,florianopolis,3650,Mês,400.0,95.0,3.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-95m2-aluguel-RS3650-id-2658006505/,Interfone; Área de serviço,Residencial,4050.0,38.421052631578945,4.2105263157894735
94,2023-12-05 00:35:54.612551,Vivareal,2665083977,"Apartamento com  Quarto para Aluguel, 21m²",Apartamento,"Rua Clemente Rovere - Centro, Florianópolis - SC",Rua Clemente Rovere ,, Centro,florianopolis,2000,Mês,300.0,21.0,1.0,1.0,,https://vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-florianopolis-21m2-aluguel-RS2000-id-2665083977/,Lavanderia; Cozinha; Interfone,Residencial,2300.0,95.23809523809524,14.285714285714286
95,2023-12-05 00:35:54.613756,Vivareal,2663454072,"Apartamento com 2 Quartos para Aluguel, 68m²",Apartamento,"Rua Sebastião Laurentino da Silva - Córrego Grande, Florianópolis - SC",Rua Sebastião Laurentino da Silva ,, Córrego Grande,florianopolis,2950,Mês,700.0,68.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-corrego-grande-bairros-florianopolis-com-garagem-68m2-aluguel-RS2950-id-2663454072/,Piscina; Elevador; Academia; Espaço gourmet; Playground; ...,Residencial,3650.0,43.38235294117647,10.294117647058824
96,2023-12-05 00:35:54.614961,Vivareal,2658569684,"Apartamento com 2 Quartos para Aluguel, 74m²",Apartamento,"Rua Oge Fortkamp - Trindade, Florianópolis - SC",Rua Oge Fortkamp ,, Trindade,florianopolis,2950,Mês,615.0,74.0,2.0,2.0,1.0,https://vivareal.com.br/imovel/apartamento-2-quartos-trindade-bairros-florianopolis-com-garagem-74m2-aluguel-RS2950-id-2658569684/,Elevador; Salão de festas; Armário na cozinha,Residencial,3565.0,39.86486486486486,8.31081081081081
97,2023-12-05 00:35:54.616124,Vivareal,2666598608,"Sala/Conjunto    para Aluguel, 127m²",Sala/Conjunto,"Centro, Florianópolis - SC",,,Centro,florianopolis,5000,Mês,0.0,127.0,1.0,,1.0,https://vivareal.com.br/imovel/sala-comercial-centro-bairros-florianopolis-com-garagem-127m2-aluguel-RS5000-id-2666598608/,,Residencial,5000.0,39.37007874015748,0.0
98,2023-12-05 00:35:54.617318,Vivareal,2664518530,"Apartamento com 3 Quartos para Aluguel, 96m²",Apartamento,"Rua Almirante Lamego - Centro, Florianópolis - SC",Rua Almirante Lamego ,, Centro,florianopolis,3950,Mês,1250.0,96.0,2.0,3.0,1.0,https://vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-florianopolis-com-garagem-96m2-aluguel-RS3950-id-2664518530/,,Residencial,5200.0,41.145833333333336,13.020833333333334
99,2023-12-05 00:35:54.618491,Vivareal,2598045790,"Ponto comercial/Loja/Box    para Aluguel, 84m²",Ponto,"Rua Marques de Carvalho, 145 - Coqueiros, Florianópolis - SC",Rua Marques de Carvalho,145.0, Coqueiros,florianopolis,4000,Mês,0.0,84.0,1.0,,,https://vivareal.com.br/imovel/ponto-comercial-coqueiros-bairros-florianopolis-84m2-aluguel-RS4000-id-2598045790/,,Comercial,4000.0,47.61904761904762,0.0
